Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
GRCh38_ENSG00000130529,GRCh38_TRPM4,29,-0.3427,19,-1.0211,35,-0.0361,46,0.67158
GRCh38_ENSG00000104894,GRCh38_CD37,19,0.28077,13,-0.2940,24,0.98580,10,-0.9800
GRCh38_ENSG00000104872,GRCh38_PIH1D1,29,-0.1867,25,-0.4507,42,0.57225,30,-0.2001
GRCh38_ENSG00000161618,GRCh38_ALDH16A1,37,-0.0766,25,-0.7153,46,0.39343,40,0.07394
GRCh38_ENSG00000090554,GRCh38_FLT3LG,17,0.11277,6,-1.4259,19,0.39826,17,0.27602
GRCh38_ENSG00000142541,GRCh38_RPL13A,1594,-0.2197,1183,-0.7521,1833,0.00252,2212,0.48846
GRCh38_ENSG00000142534,GRCh38_RPS11,1003,-0.3308,759,-0.8372,1463,0.36103,1363,0.24323
GRCh38_ENSG00000104870,GRCh38_FCGRT,99,0.34699,47,-0.8896,144,1.44442,43,-1.2504
GRCh38_ENSG00000142552,GRCh38_RCN3,28,0.13991,14,-0.9838,42,1.18050,18,-0.7352
GRCh38_ENSG00000142546,GRCh38_NOSIP,58,-0.2727,63,-0.1634,59,-0.3102,82,0.44882
GRCh38_ENSG00000126460,GRCh38_PRRG2,4,-1.6738,8,-0.7116,14,0.30993,15,0.50966
GRCh38_ENSG00000126458,GRCh38_RRAS,64,-0.0100,33,-1.1229,65,0.03097,79,0.54532
GRCh38_ENSG00000126461,GRCh38_SCAF1,13,-0.4899,23,0.46134,6,-1.7228,25,0.90775
GRCh38_ENSG00000126456,GRCh38_IRF3,79,0.74269,38,-0.4780,35,-0.6860,60,0.47357
GRCh38_ENSG00000126453,GRCh38_BCL2L12,17,0.01759,13,-0.4845,14,-0.4245,22,0.61542
GRCh38_ENSG00000126457,GRCh38_PRMT1,123,0.60304,36,-1.4047,53,-0.8889,124,1.05889
GRCh38_ENSG00000196961,GRCh38_AP2A1,45,-0.2613,37,-0.6310,52,-0.0468,64,0.48654
GRCh38_ENSG00000104973,GRCh38_MED25,25,-0.1816,27,-0.0620,23,-0.3557,33,0.39235
GRCh38_ENSG00000104960,GRCh38_PTOV1,83,0.21486,62,-0.2707,48,-0.7895,94,0.67412
GRCh38_ENSG00000039650,GRCh38_PNKP,20,-0.1737,14,-0.7619,28,0.48337,23,0.04304
GRCh38_ENSG00000204673,GRCh38_AKT1S1,38,-0.0123,28,-0.5217,36,-0.1416,45,0.42701
GRCh38_ENSG00000104946,GRCh38_TBC1D17,22,0.05926,22,0.12151,16,-0.5561,24,0.33465
GRCh38_ENSG00000104951,GRCh38_IL4I1,22,0.57067,12,-0.3982,21,0.62926,11,-0.6356
GRCh38_ENSG00000213024,GRCh38_NUP62,68,-0.2390,41,-1.1207,77,-0.0539,103,0.69259
GRCh38_ENSG00000169136,GRCh38_ATF5,41,0.53560,28,-0.0912,29,-0.0197,27,-0.1576
GRCh38_ENSG00000105053,GRCh38_VRK3,19,-0.1889,22,0.06011,20,-0.0926,22,0.10592
GRCh38_ENSG00000131408,GRCh38_NR1H2,44,0.04674,35,-0.3742,44,0.04962,46,0.16705
GRCh38_ENSG00000062822,GRCh38_POLD1,11,-0.5627,10,-0.6772,8,-1.1799,25,1.38858
GRCh38_ENSG00000161671,GRCh38_EMC10,35,0.40759,11,-1.5087,49,1.37990,18,-0.8977
GRCh38_ENSG00000161677,GRCh38_JOSD2,27,-0.3647,25,-0.5307,30,-0.2653,43,0.64379
GRCh38_ENSG00000105472,GRCh38_CLEC11A,20,-0.5884,16,-1.0171,36,0.48074,32,0.27798
GRCh38_ENSG00000167747,GRCh38_C19orf48,21,-0.3198,10,-1.5038,19,-0.5851,41,1.26099
GRCh38_ENSG00000167748,GRCh38_KLK1,5,-2.1344,42,1.53067,16,-0.3830,15,-0.5789
GRCh38_ENSG00000167754,GRCh38_KLK5,200,-2.0018,1980,2.19719,604,-0.4039,360,-1.4677
GRCh38_ENSG00000167755,GRCh38_KLK6,6,-3.0029,154,3.07970,40,-0.2505,4,-3.9029
GRCh38_ENSG00000169035,GRCh38_KLK7,120,-3.1396,2969,2.67907,837,-0.2824,268,-2.4101
GRCh38_ENSG00000129455,GRCh38_KLK8,64,-2.4900,789,1.85277,281,-0.3337,209,-0.9820
GRCh38_ENSG00000213022,GRCh38_KLK9,4,-3.1329,110,2.82501,23,-0.7157,12,-2.0178
GRCh38_ENSG00000129451,GRCh38_KLK10,150,-2.3972,1926,2.17043,595,-0.3971,371,-1.3764
GRCh38_ENSG00000167757,GRCh38_KLK11,33,-3.0261,623,2.02717,181,-0.6033,161,-0.9104
GRCh38_ENSG00000167759,GRCh38_KLK13,13,-3.0924,330,2.89899,75,-0.5782,28,-2.3849
GRCh38_ENSG00000186806,GRCh38_VSIG10L,9,-2.0930,125,3.07169,24,-0.7584,8,-2.6690
GRCh38_ENSG00000105379,GRCh38_ETFB,56,-0.5157,95,0.37040,75,-0.0674,76,-0.0399
GRCh38_ENSG00000105374,GRCh38_NKG7,42,0.41976,16,-1.1066,44,0.66827,29,-0.2361
GRCh38_ENSG00000187474,GRCh38_FPR3,11,-0.8189,7,-1.5503,34,1.50598,14,-0.5483
GRCh38_ENSG00000105568,GRCh38_PPP2R1A,127,-0.2697,122,-0.3730,110,-0.6081,201,0.78352
GRCh38_ENSG00000198464,GRCh38_ZNF480,12,-0.3582,12,-0.3984,11,-0.5809,21,0.80527
GRCh38_ENSG00000170906,GRCh38_NDUFA3,102,0.11771,92,-0.0437,89,-0.1297,98,0.09414
GRCh38_ENSG00000105619,GRCh38_TFPT,20,0.61024,14,0.02372,10,-0.5589,14,0.16055
GRCh38_ENSG00000105618,GRCh38_PRPF31,58,0.00876,44,-0.4836,42,-0.5947,76,0.73934
GRCh38_ENSG00000088038,GRCh38_CNOT3,25,-0.0379,16,-0.7664,25,-0.0446,30,0.47330
GRCh38_ENSG00000125505,GRCh38_MBOAT7,33,-0.6248,29,-0.8849,48,-0.0456,64,0.70134
GRCh38_ENSG00000170892,GRCh38_TSEN34,24,-0.1106,16,-0.7676,21,-0.4009,35,0.77920
GRCh38_ENSG00000170889,GRCh38_RPS9,620,-0.1682,498,-0.5641,728,0.11452,772,0.28643
GRCh38_ENSG00000167613,GRCh38_LAIR1,26,-0.3595,19,-0.8986,62,1.63299,18,-1.1470
GRCh38_ENSG00000167615,GRCh38_LENG8,65,0.57529,32,-0.6141,39,-0.3054,52,0.35400
GRCh38_ENSG00000167617,GRCh38_CDC42EP5,23,0.58469,4,-1.9550,25,1.04272,13,-0.4518
GRCh38_ENSG00000186818,GRCh38_LILRB4,28,-0.1588,21,-0.6247,46,0.91885,25,-0.4867
GRCh38_ENSG00000160439,GRCh38_RDH13,10,-0.9543,31,0.92369,16,-0.3363,18,-0.1787
GRCh38_ENSG00000131037,GRCh38_EPS8L1,32,-1.8934,349,2.77805,58,-1.1759,49,-1.6039
GRCh38_ENSG00000125503,GRCh38_PPP1R12C,90,0.44943,52,-0.4661,58,-0.3444,79,0.36912
GRCh38_ENSG00000105048,GRCh38_TNNT1,25,-0.8694,38,-0.2535,29,-0.7730,62,0.98458
GRCh38_ENSG00000105063,GRCh38_PPP6R1,77,0.12298,60,-0.3092,69,-0.0660,78,0.20001
GRCh38_ENSG00000133265,GRCh38_HSPBP1,20,-0.7924,34,0.00017,27,-0.4583,42,0.59611
GRCh38_ENSG00000108107,GRCh38_RPL28,1630,-0.1701,1303,-0.5753,1504,-0.3721,2347,0.68712
GRCh38_ENSG00000108106,GRCh38_UBE2S,51,-0.0573,30,-0.9216,41,-0.5078,73,0.90564
GRCh38_ENSG00000063241,GRCh38_ISOC2,63,1.10640,19,-0.9428,18,-1.1270,43,0.74571
GRCh38_ENSG00000090971,GRCh38_NAT14,22,0.72504,11,-0.3841,11,-0.4466,16,0.26537
GRCh38_ENSG00000218891,GRCh38_ZNF579,21,1.03542,5,-1.1270,6,-1.1248,15,0.86019
GRCh38_ENSG00000179943,GRCh38_FIZ1,8,-0.5778,10,-0.4329,10,-0.3928,17,0.74888
GRCh38_ENSG00000171443,GRCh38_ZNF524,26,0.38975,22,0.15936,15,-0.5899,22,0.19621
GRCh38_ENSG00000213015,GRCh38_ZNF580,43,0.59943,22,-0.5126,22,-0.5537,36,0.47423
GRCh38_ENSG00000171425,GRCh38_ZNF581,16,0.04007,6,-1.4572,21,0.59678,16,0.12381
GRCh38_ENSG00000063244,GRCh38_U2AF2,18,-0.4166,22,-0.1429,28,0.29707,24,-0.0385
GRCh38_ENSG00000063245,GRCh38_EPN1,119,-0.0088,91,-0.4859,89,-0.5859,158,0.74085
GRCh38_ENSG00000142409,GRCh38_ZNF787,24,-0.0800,17,-0.6688,17,-0.7547,36,0.97078
GRCh38_ENSG00000167685,GRCh38_ZNF444,24,0.87283,10,-0.6084,10,-0.6466,17,0.44131
GRCh38_ENSG00000083844,GRCh38_ZNF264,13,-0.8190,18,-0.3697,27,0.47034,22,0.03650
GRCh38_ENSG00000268205,GRCh38_AC005261.1,36,-0.8937,61,-0.0932,77,0.37025,64,-0.0166
GRCh38_ENSG00000256060,GRCh38_TRAPPC2B,13,-0.5251,17,-0.0698,14,-0.5388,23,0.63210
GRCh38_ENSG00000083817,GRCh38_ZNF416,6,-1.1523,19,0.75077,12,-0.0761,11,-0.1999
GRCh38_ENSG00000171606,GRCh38_ZNF274,15,0.44830,9,-0.4434,8,-0.6674,14,0.58818
GRCh38_ENSG00000198131,GRCh38_ZNF544,8,-0.6433,7,-1.0722,9,-0.6513,20,1.24820
GRCh38_ENSG00000142396,GRCh38_ERVK3-1,46,0.41342,22,-0.8114,31,-0.2727,43,0.49576
GRCh38_ENSG00000283103,GRCh38_AC010642.2,17,-0.1268,10,-1.0442,12,-0.7182,27,1.12714
GRCh38_ENSG00000083845,GRCh38_RPS5,591,-0.3016,520,-0.5551,664,-0.1501,882,0.54618
GRCh38_ENSG00000119574,GRCh38_ZBTB45,17,0.39040,8,-0.8116,16,0.26932,14,0.04553
GRCh38_ENSG00000130726,GRCh38_TRIM28,106,-0.1987,108,-0.1911,72,-0.9746,167,0.89225
GRCh38_ENSG00000130724,GRCh38_CHMP2A,94,-0.5413,135,0.02775,119,-0.2309,153,0.34477
GRCh38_ENSG00000130725,GRCh38_UBE2M,72,-0.0330,54,-0.5463,81,0.21570,78,0.14043
GRCh38_ENSG00000099326,GRCh38_MZF1,20,0.24222,12,-0.6020,8,-1.2350,25,1.10053
GRCh38_ENSG00000247315,GRCh38_ZCCHC3,18,-0.0690,9,-1.1731,22,0.27910,22,0.36700
GRCh38_ENSG00000125841,GRCh38_NRSN2,13,0.30431,5,-1.2138,10,-0.2585,14,0.69062
GRCh38_ENSG00000101255,GRCh38_TRIB3,7,-1.8399,13,-1.0386,25,0.06024,33,0.88943
GRCh38_ENSG00000125826,GRCh38_RBCK1,122,-0.4943,96,-0.9391,112,-0.7643,256,1.23074
GRCh38_ENSG00000125875,GRCh38_TBC1D20,34,-0.4183,39,-0.2389,45,-0.0136,51,0.29785
GRCh38_ENSG00000101266,GRCh38_CSNK2A1,37,-1.2518,76,-0.1766,95,0.25994,91,0.20867
GRCh38_ENSG00000271303,GRCh38_SRXN1,4,-2.7510,31,0.31002,37,0.79491,21,-0.4978
GRCh38_ENSG00000101276,GRCh38_SLC52A3,5,-1.2511,23,1.12721,10,-0.4252,11,-0.2435
GRCh38_ENSG00000125898,GRCh38_FAM110A,55,-0.7307,91,0.07855,62,-0.6606,113,0.67212
GRCh38_ENSG00000125818,GRCh38_PSMF1,80,-0.7683,102,-0.4525,132,0.00081,159,0.49359
GRCh38_ENSG00000125775,GRCh38_SDCBP2,55,-1.9794,450,1.69553,139,-0.7141,160,-0.5155
GRCh38_ENSG00000088832,GRCh38_FKBP1A,190,-0.5915,225,-0.3619,298,0.15797,308,0.26619
GRCh38_ENSG00000088833,GRCh38_NSFL1C,76,-0.9379,145,0.08353,120,-0.2897,165,0.44736
GRCh38_ENSG00000198053,GRCh38_SIRPA,89,-0.5802,111,-0.2512,118,-0.1765,155,0.48276
GRCh38_ENSG00000125834,GRCh38_STK35,29,-0.5336,51,0.38816,22,-1.1286,53,0.69064
GRCh38_ENSG00000125835,GRCh38_SNRPB,210,-0.2585,185,-0.5093,127,-1.2347,379,1.23977
GRCh38_ENSG00000101361,GRCh38_NOP56,115,-0.3622,70,-1.2110,91,-0.8692,229,1.37100
GRCh38_ENSG00000101365,GRCh38_IDH3B,65,-0.6703,57,-0.9399,73,-0.6137,150,1.17386
GRCh38_ENSG00000088882,GRCh38_CPXM1,32,1.06272,7,-1.3601,22,0.56580,14,-0.4059
GRCh38_ENSG00000132635,GRCh38_PCED1A,96,0.65695,36,-0.9713,51,-0.4377,80,0.57042
GRCh38_ENSG00000215305,GRCh38_VPS16,44,-0.4796,41,-0.6613,47,-0.4452,82,0.87622
GRCh38_ENSG00000132670,GRCh38_PTPRA,63,-0.6242,83,-0.2356,94,-0.0089,108,0.34741
GRCh38_ENSG00000125901,GRCh38_MRPS26,51,-0.4373,49,-0.5578,60,-0.2512,87,0.66719
GRCh38_ENSG00000185019,GRCh38_UBOX5,10,-0.5747,9,-0.7885,16,0.19951,17,0.43669
GRCh38_ENSG00000215251,GRCh38_FASTKD5,15,-0.7852,27,0.15539,20,-0.3858,30,0.43859
GRCh38_ENSG00000198171,GRCh38_DDRGK1,43,-0.3043,42,-0.3764,46,-0.2834,65,0.55925
GRCh38_ENSG00000125877,GRCh38_ITPA,67,-0.7111,63,-0.8685,91,-0.2903,147,0.91247
GRCh38_ENSG00000088836,GRCh38_SLC4A11,10,-0.2416,6,-1.1774,9,-0.5090,18,1.06909
GRCh38_ENSG00000088854,GRCh38_C20orf194,11,-0.4218,3,-2.1104,16,0.23531,19,0.77773
GRCh38_ENSG00000088812,GRCh38_ATRN,15,-0.8408,21,-0.4238,23,-0.3163,36,0.74929
GRCh38_ENSG00000088827,GRCh38_SIGLEC1,17,-0.9173,17,-0.9798,56,1.49727,22,-0.7459
GRCh38_ENSG00000101220,GRCh38_C20orf27,51,0.14774,24,-1.1253,25,-1.1331,73,1.31654
GRCh38_ENSG00000125817,GRCh38_CENPB,93,-0.5284,113,-0.2491,118,-0.1988,157,0.48567
GRCh38_ENSG00000101224,GRCh38_CDC25B,113,0.34280,52,-0.9378,63,-0.6925,126,0.88293
GRCh38_ENSG00000125843,GRCh38_AP5S1,13,-0.3629,12,-0.5876,19,0.26959,18,0.22062
GRCh38_ENSG00000088888,GRCh38_MAVS,40,-0.2237,35,-0.4663,56,0.43939,45,-0.0462
GRCh38_ENSG00000125779,GRCh38_PANK2,30,-0.5838,27,-0.7623,42,-0.0615,55,0.65086
GRCh38_ENSG00000101236,GRCh38_RNF24,18,-0.3085,23,0.13174,30,0.69380,16,-0.6841
GRCh38_ENSG00000088826,GRCh38_SMOX,33,-0.1464,47,0.51567,19,-1.1716,44,0.50200
GRCh38_ENSG00000171867,GRCh38_PRNP,464,-1.0392,636,-0.6138,725,-0.4381,1286,0.97972
GRCh38_ENSG00000089057,GRCh38_SLC23A2,29,0.04805,17,-0.8653,22,-0.4641,38,0.81201
GRCh38_ENSG00000089063,GRCh38_TMEM230,81,-0.5114,61,-1.0261,120,0.14179,139,0.56948
GRCh38_ENSG00000132646,GRCh38_PCNA,94,-0.3373,52,-1.3352,84,-0.6341,178,1.24627
GRCh38_ENSG00000101290,GRCh38_CDS2,49,0.58115,18,-1.0349,22,-0.8170,47,0.89235
GRCh38_ENSG00000125772,GRCh38_GPCPD1,40,-1.0538,90,0.21538,87,0.17739,80,-0.0132
GRCh38_ENSG00000089199,GRCh38_CHGB,25,-0.0788,17,-0.7593,53,1.79296,12,-1.6171
GRCh38_ENSG00000089195,GRCh38_TRMT6,17,-0.9500,15,-1.1783,35,0.20270,41,0.67636
GRCh38_ENSG00000125885,GRCh38_MCM8,3,-1.6753,0,-4.2106,14,0.48546,17,1.03909
GRCh38_ENSG00000088766,GRCh38_CRLS1,31,-0.0638,18,-0.9522,24,-0.5573,46,0.95597
GRCh38_ENSG00000101311,GRCh38_FERMT1,59,-1.2191,75,-0.9458,137,0.11164,170,0.71824
GRCh38_ENSG00000125845,GRCh38_BMP2,15,-0.7832,23,-0.1597,26,0.04848,28,0.29187
GRCh38_ENSG00000125827,GRCh38_TMX4,40,0.31535,17,-1.0653,45,0.65956,30,-0.1944
GRCh38_ENSG00000125869,GRCh38_LAMP5,21,0.52563,11,-0.4879,18,0.36733,13,-0.2778
GRCh38_ENSG00000125863,GRCh38_MKKS,16,-0.5225,12,-1.0169,21,-0.1895,31,0.84589
GRCh38_ENSG00000101384,GRCh38_JAG1,92,-1.2038,119,-0.8836,201,0.01435,266,0.77313
GRCh38_ENSG00000132640,GRCh38_BTBD3,10,-0.7634,12,-0.5742,21,0.40909,18,0.19076
GRCh38_ENSG00000172296,GRCh38_SPTLC3,10,-2.0277,68,1.15415,33,-0.2345,33,-0.3145
GRCh38_ENSG00000089123,GRCh38_TASP1,8,-0.5932,4,-1.6828,15,0.45438,15,0.52257
GRCh38_ENSG00000089048,GRCh38_ESF1,13,-0.4787,11,-0.8626,25,0.66658,18,0.00254
GRCh38_ENSG00000101247,GRCh38_NDUFAF5,19,0.41361,14,-0.1017,12,-0.3724,16,0.19838
GRCh38_ENSG00000125848,GRCh38_FLRT3,9,-1.8984,16,-1.1662,40,0.44589,41,0.59783
GRCh38_ENSG00000089177,GRCh38_KIF16B,14,-1.2141,20,-0.6949,47,0.97186,28,-0.2211
GRCh38_ENSG00000125870,GRCh38_SNRPB2,58,-0.3154,57,-0.3861,58,-0.3936,91,0.65118
GRCh38_ENSG00000125868,GRCh38_DSTN,384,-1.0018,783,0.12598,662,-0.2006,843,0.36215
GRCh38_ENSG00000125844,GRCh38_RRBP1,280,0.51005,158,-0.4561,183,-0.2263,226,0.24362
GRCh38_ENSG00000089006,GRCh38_SNX5,65,-0.4939,51,-0.9716,73,-0.4036,128,0.98630
GRCh38_ENSG00000125871,GRCh38_MGME1,37,-0.4139,20,-1.4287,30,-0.8839,78,1.47538
GRCh38_ENSG00000232838,GRCh38_PET117,10,-0.6675,7,-1.2170,10,-0.6807,24,1.33151
GRCh38_ENSG00000149474,GRCh38_KAT14,13,0.05365,5,-1.3020,8,-0.8226,19,1.22725
GRCh38_ENSG00000125846,GRCh38_ZNF133,22,-0.2423,21,-0.3883,17,-0.7835,36,0.90030
GRCh38_ENSG00000132664,GRCh38_POLR3F,9,-0.9060,8,-1.1182,14,-0.3012,25,1.06666
GRCh38_ENSG00000089050,GRCh38_RBBP9,9,-1.1046,12,-0.7398,26,0.66897,20,0.09204
GRCh38_ENSG00000101310,GRCh38_SEC23B,38,-0.3072,45,-0.0658,31,-0.7772,61,0.72797
GRCh38_ENSG00000232388,GRCh38_SMIM26,74,-0.5133,94,-0.1707,60,-1.0047,147,0.99187
GRCh38_ENSG00000125821,GRCh38_DTD1,10,-1.2271,14,-0.7693,17,-0.4839,33,1.12328
GRCh38_ENSG00000185052,GRCh38_SLC24A3,7,-1.9925,20,-0.5156,35,0.48596,31,0.28908
GRCh38_ENSG00000132669,GRCh38_RIN2,74,-0.8066,97,-0.4327,125,0.01929,149,0.47631
GRCh38_ENSG00000173418,GRCh38_NAA20,63,-1.0107,146,0.32889,55,-1.4467,175,1.00868
GRCh38_ENSG00000101343,GRCh38_CRNKL1,30,-0.0645,26,-0.3445,35,0.24419,32,0.01657
GRCh38_ENSG00000088970,GRCh38_KIZ,38,-0.7111,57,-0.1096,42,-0.6819,81,0.80181
GRCh38_ENSG00000088930,GRCh38_XRN2,38,-0.7273,40,-0.7250,79,0.55676,64,0.11384
GRCh38_ENSG00000178726,GRCh38_THBD,233,-1.5213,589,-0.1127,524,-0.3567,822,0.72466
GRCh38_ENSG00000125810,GRCh38_CD93,53,0.38932,15,-1.6093,72,1.29755,30,-0.7476
GRCh38_ENSG00000230387,GRCh38_AL118508.1,0,-4.6324,8,-0.8571,12,-0.1566,19,1.14933
GRCh38_ENSG00000132661,GRCh38_NXT1,27,-1.0707,32,-0.8889,58,0.15835,68,0.62692
GRCh38_ENSG00000125812,GRCh38_GZF1,18,0.00222,19,0.14213,19,0.08578,17,-0.1766
GRCh38_ENSG00000125814,GRCh38_NAPB,13,-0.5875,14,-0.5086,18,-0.1056,24,0.56672
GRCh38_ENSG00000101439,GRCh38_CST3,762,-1.0834,1731,0.22512,1028,-0.7642,2000,0.71522
GRCh38_ENSG00000170373,GRCh38_CST1,149,0.02500,88,-0.8689,212,0.83682,126,-0.3435
GRCh38_ENSG00000101474,GRCh38_APMAP,86,-0.2607,51,-1.1462,50,-1.2914,168,1.57184
GRCh38_ENSG00000154930,GRCh38_ACSS1,22,0.93077,12,-0.0292,7,-1.0520,14,0.33708
GRCh38_ENSG00000197586,GRCh38_ENTPD6,65,0.10381,42,-0.6360,31,-1.2537,92,1.18446
GRCh38_ENSG00000100994,GRCh38_PYGB,77,-0.8828,112,-0.3383,96,-0.6724,193,0.96898
GRCh38_ENSG00000100997,GRCh38_ABHD12,70,0.19140,72,0.26561,48,-0.4967,66,0.13911
GRCh38_ENSG00000101003,GRCh38_GINS1,10,-0.6201,6,-1.5762,17,0.23573,20,0.69952
GRCh38_ENSG00000130684,GRCh38_ZNF337,13,0.01020,8,-0.8206,10,-0.5081,18,0.83836
GRCh38_ENSG00000101294,GRCh38_HM13,257,0.50774,188,-0.0033,143,-0.5326,205,0.20999
GRCh38_ENSG00000125968,GRCh38_ID1,129,-0.2741,147,-0.0751,118,-0.5221,190,0.55159
GRCh38_ENSG00000171552,GRCh38_BCL2L1,94,0.14376,123,0.67298,77,-0.2207,72,-0.3926
GRCh38_ENSG00000088325,GRCh38_TPX2,14,-0.5482,5,-2.0905,22,0.10926,29,0.91999
GRCh38_ENSG00000088356,GRCh38_PDRG1,21,0.33472,11,-0.7161,14,-0.3939,21,0.57960
GRCh38_ENSG00000101336,GRCh38_HCK,20,-0.0120,16,-0.3384,30,0.92489,14,-0.7276
GRCh38_ENSG00000101337,GRCh38_TM9SF4,32,-0.3027,35,-0.1624,36,-0.1470,44,0.32885
GRCh38_ENSG00000126003,GRCh38_PLAGL2,12,-0.2931,15,-0.0620,15,0.03700,16,0.10887
GRCh38_ENSG00000101346,GRCh38_POFUT1,26,0.19028,11,-1.2829,22,-0.0620,29,0.60386
GRCh38_ENSG00000101350,GRCh38_KIF3B,17,-0.4297,8,-1.5380,36,1.17693,19,-0.2928
GRCh38_ENSG00000171456,GRCh38_ASXL1,67,1.19065,17,-1.0404,26,-0.4220,37,0.27779
GRCh38_ENSG00000149600,GRCh38_COMMD7,46,0.36739,32,-0.2108,37,0.02443,36,-0.0396
GRCh38_ENSG00000101367,GRCh38_MAPRE1,41,-0.9905,68,-0.2425,89,0.29685,83,0.16470
GRCh38_ENSG00000101391,GRCh38_CDK5RAP1,23,-0.1081,22,-0.1928,22,-0.1884,28,0.31747
GRCh38_ENSG00000078699,GRCh38_CBFA2T2,19,0.71599,10,-0.3001,11,-0.2518,13,0.07307
GRCh38_ENSG00000101421,GRCh38_CHMP4B,32,-0.6381,48,-0.0146,62,0.53372,43,-0.2948
GRCh38_ENSG00000125970,GRCh38_RALY,152,0.64529,65,-0.7803,70,-0.7151,133,0.68808
GRCh38_ENSG00000125977,GRCh38_EIF2S2,100,-0.3564,106,-0.3072,108,-0.2988,155,0.54852
GRCh38_ENSG00000101444,GRCh38_AHCY,43,-0.0684,21,-1.2806,46,0.04285,57,0.61157
GRCh38_ENSG00000078747,GRCh38_ITCH,10,-1.1043,28,0.50651,31,0.84816,13,-0.9749
GRCh38_ENSG00000125971,GRCh38_DYNLRB1,81,-0.2888,98,0.01784,92,-0.1221,105,0.19078
GRCh38_ENSG00000101464,GRCh38_PIGU,18,-0.1060,22,0.23981,13,-0.8019,24,0.47632
GRCh38_ENSG00000198646,GRCh38_NCOA6,29,-0.0936,32,0.07412,28,-0.1514,32,0.11285
GRCh38_ENSG00000078804,GRCh38_TP53INP2,7,-1.0762,30,1.32718,15,-0.0600,10,-0.8270
GRCh38_ENSG00000131069,GRCh38_ACSS2,32,0.56456,15,-0.6716,13,-0.9908,31,0.85010
GRCh38_ENSG00000100983,GRCh38_GSS,37,0.05623,30,-0.3333,31,-0.2862,43,0.41638
GRCh38_ENSG00000100991,GRCh38_TRPC4AP,34,-0.2438,32,-0.3610,47,0.37276,39,-0.0337
GRCh38_ENSG00000088298,GRCh38_EDEM2,46,1.26244,12,-0.9988,19,-0.3055,23,0.12441
GRCh38_ENSG00000101000,GRCh38_PROCR,16,0.07292,7,-1.3065,16,0.07852,19,0.53885
GRCh38_ENSG00000126005,GRCh38_MMP24OS,42,-0.1963,48,0.01433,44,-0.1691,52,0.20205
GRCh38_ENSG00000242372,GRCh38_EIF6,139,-0.5760,174,-0.2490,157,-0.4727,261,0.70555
GRCh38_ENSG00000125998,GRCh38_FAM83C,3,-2.7452,24,0.44675,11,-0.9220,26,0.84588
GRCh38_ENSG00000101019,GRCh38_UQCC1,25,0.68564,13,-0.4337,7,-1.4321,23,0.90451
GRCh38_ENSG00000126001,GRCh38_CEP250,18,0.39474,14,0.04821,15,0.11204,12,-0.3044
GRCh38_ENSG00000125991,GRCh38_ERGIC3,94,0.03625,71,-0.4512,73,-0.4513,116,0.61082
GRCh38_ENSG00000214078,GRCh38_CPNE1,58,0.72148,29,-0.4344,27,-0.6108,44,0.41114
GRCh38_ENSG00000244462,GRCh38_RBM12,30,-0.5840,26,-0.8935,48,0.21411,52,0.47137
GRCh38_ENSG00000125995,GRCh38_ROMO1,134,0.26729,71,-0.7960,80,-0.6796,155,0.84596
GRCh38_ENSG00000131051,GRCh38_RBM39,123,-0.4349,147,-0.1730,169,0.09523,173,0.16958
GRCh38_ENSG00000025293,GRCh38_PHF20,27,0.22331,19,-0.3961,22,-0.1501,26,0.27755
GRCh38_ENSG00000171222,GRCh38_SCAND1,132,0.33054,90,-0.3074,99,-0.1709,117,0.19963
GRCh38_ENSG00000260032,GRCh38_NORAD,142,-0.2924,108,-0.7910,245,0.80771,155,-0.2328
GRCh38_ENSG00000131043,GRCh38_AAR2,28,-0.0203,24,-0.2520,24,-0.3283,33,0.43070
GRCh38_ENSG00000080845,GRCh38_DLGAP4,71,-0.7853,190,0.91776,131,0.21702,84,-0.7339
GRCh38_ENSG00000101335,GRCh38_MYL9,193,0.22263,45,-2.1147,345,1.89647,90,-1.2754
GRCh38_ENSG00000101084,GRCh38_RAB5IF,82,-0.8343,140,-0.0039,138,-0.0331,157,0.27556
GRCh38_ENSG00000101079,GRCh38_NDRG3,17,0.06421,14,-0.2530,18,0.10912,17,0.03833
GRCh38_ENSG00000149636,GRCh38_DSN1,16,0.46868,5,-1.4312,13,0.17543,14,0.32893
GRCh38_ENSG00000101347,GRCh38_SAMHD1,62,-0.4083,46,-0.9522,121,0.94525,71,-0.2689
GRCh38_ENSG00000118705,GRCh38_RPN2,278,0.69092,108,-0.8901,145,-0.4586,225,0.53494
GRCh38_ENSG00000101363,GRCh38_MANBAL,43,-0.4343,36,-0.7495,67,0.36086,62,0.23456
GRCh38_ENSG00000197122,GRCh38_SRC,19,-0.1403,17,-0.3690,15,-0.6011,28,0.73487
GRCh38_ENSG00000166619,GRCh38_BLCAP,61,-0.4823,62,-0.5000,81,-0.0403,100,0.48071
GRCh38_ENSG00000132792,GRCh38_CTNNBL1,28,-0.1979,22,-0.6300,33,0.05222,37,0.38241
GRCh38_ENSG00000101407,GRCh38_TTI1,15,0.37558,6,-1.1787,11,-0.1108,15,0.52975
