Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000095059,GRCh38_DHPS,27,-0.1594,24,-0.3609,19,-0.8644,45,0.66411,41,0.67530
GRCh38_ENSG00000132004,GRCh38_FBXW9,10,-0.4996,8,-0.8358,8,-0.9505,33,1.41961,19,0.59911
GRCh38_ENSG00000105576,GRCh38_TNPO2,32,0.37266,20,-0.4173,17,-0.7308,34,0.46023,32,0.50824
GRCh38_ENSG00000123144,GRCh38_TRIR,203,0.30930,123,-0.5359,118,-0.6729,255,0.68717,206,0.44398
GRCh38_ENSG00000198356,GRCh38_GET3,62,-0.4436,78,-0.0920,72,-0.2667,103,0.37351,94,0.30378
GRCh38_ENSG00000095066,GRCh38_HOOK2,9,-1.6149,29,0.22325,21,-0.4268,14,-0.9351,39,0.88861
GRCh38_ENSG00000171223,GRCh38_JUNB,127,-1.2859,381,0.50356,298,0.04630,173,-0.8105,318,0.19010
GRCh38_ENSG00000167815,GRCh38_PRDX2,68,1.53808,15,-1.0060,35,0.55013,30,0.15814,13,-1.2860
GRCh38_ENSG00000105612,GRCh38_DNASE2,52,0.41893,28,-0.5877,37,-0.1468,46,0.22555,45,0.22671
GRCh38_ENSG00000105607,GRCh38_GCDH,21,0.82912,11,-0.2466,9,-0.6828,25,1.11849,11,-0.3165
GRCh38_ENSG00000179115,GRCh38_FARSA,46,-0.0109,47,0.01513,38,-0.3863,72,0.70525,46,-0.0089
GRCh38_ENSG00000179218,GRCh38_CALR,503,-0.5434,590,-0.3266,866,0.42976,1377,1.11537,480,-0.7513
GRCh38_ENSG00000179262,GRCh38_RAD23A,65,-0.4386,65,-0.4886,88,0.05383,118,0.52391,94,0.18340
GRCh38_ENSG00000179271,GRCh38_GADD45GIP1,78,-0.4623,52,-1.1934,109,0.06452,215,1.20643,110,0.09009
GRCh38_ENSG00000104907,GRCh38_TRMT1,39,0.43694,21,-0.5567,22,-0.5910,47,0.74414,34,0.30119
GRCh38_ENSG00000160877,GRCh38_NACC1,18,-0.8537,21,-0.6500,38,0.43307,50,0.75207,29,-0.1367
GRCh38_ENSG00000104915,GRCh38_STX10,29,-0.4622,35,-0.2135,44,0.21204,37,-0.1189,43,0.15769
GRCh38_ENSG00000160888,GRCh38_IER2,175,-0.3084,240,0.21764,132,-0.9041,193,-0.1560,295,0.72953
GRCh38_ENSG00000104957,GRCh38_CCDC130,47,0.40459,30,-0.3082,31,-0.3129,29,-0.3723,45,0.44367
GRCh38_ENSG00000037757,GRCh38_MRI1,15,0.00947,19,0.39985,7,-1.4576,18,0.25765,20,0.63227
GRCh38_ENSG00000104979,GRCh38_C19orf53,104,-0.4738,109,-0.4489,114,-0.4071,215,0.69746,175,0.48055
GRCh38_ENSG00000132003,GRCh38_ZSWIM4,13,-0.6041,39,1.41211,16,-0.3890,12,-0.7147,14,-0.5835
GRCh38_ENSG00000267519,GRCh38_AC020916.1,50,-0.1215,47,-0.2482,28,-1.1958,96,0.93204,73,0.64306
GRCh38_ENSG00000132024,GRCh38_CC2D1A,24,-0.4578,35,0.14236,14,-1.4255,28,-0.2121,52,1.12880
GRCh38_ENSG00000132000,GRCh38_PODNL1,31,-0.1579,39,0.22715,46,0.64901,8,-2.0694,29,-0.3218
GRCh38_ENSG00000132017,GRCh38_DCAF15,14,-0.2332,20,0.34392,11,-0.7481,21,0.34885,19,0.30075
GRCh38_ENSG00000141858,GRCh38_SAMD1,33,-0.7367,38,-0.5772,47,-0.2443,41,-0.3852,80,0.93232
GRCh38_ENSG00000072062,GRCh38_PRKACA,17,-0.9522,37,0.24007,45,0.70818,34,0.07221,22,-0.7657
GRCh38_ENSG00000123146,GRCh38_ADGRE5,68,0.79093,17,-1.4801,63,0.89277,44,0.05210,29,-0.6883
GRCh38_ENSG00000123136,GRCh38_DDX39A,90,0.56877,39,-0.8436,33,-1.1867,131,1.21668,79,0.47039
GRCh38_ENSG00000123143,GRCh38_PKN1,46,0.91549,23,-0.2233,30,0.29613,30,0.22374,17,-0.8627
GRCh38_ENSG00000123159,GRCh38_GIPC1,106,-0.7441,220,0.47149,136,-0.4483,147,-0.2382,203,0.36265
GRCh38_ENSG00000132002,GRCh38_DNAJB1,175,-1.0304,459,0.56960,244,-0.6413,220,-0.6810,450,0.62200
GRCh38_ENSG00000099797,GRCh38_TECR,102,-1.0732,283,0.61750,165,-0.4158,149,-0.4927,242,0.36905
GRCh38_ENSG00000099795,GRCh38_NDUFB7,135,-0.2462,116,-0.5372,177,0.24388,214,0.49769,155,-0.0336
GRCh38_ENSG00000127507,GRCh38_ADGRE2,11,-0.3198,10,-0.5370,19,0.85172,12,-0.1169,11,-0.4229
GRCh38_ENSG00000105137,GRCh38_SYDE1,22,0.65510,13,-0.2270,17,0.37724,23,0.76341,7,-1.1827
GRCh38_ENSG00000105135,GRCh38_ILVBL,28,-0.3016,43,0.44802,29,-0.2936,43,0.41560,31,-0.1771
GRCh38_ENSG00000074181,GRCh38_NOTCH3,142,-0.5745,193,-0.0958,205,0.01252,178,-0.2201,240,0.34248
GRCh38_ENSG00000141867,GRCh38_BRD4,50,-0.2519,47,-0.4155,84,0.78947,59,-0.0163,46,-0.5022
GRCh38_ENSG00000105127,GRCh38_AKAP8,39,0.68116,13,-1.1259,17,-0.8337,50,1.07381,31,0.40861
GRCh38_ENSG00000011243,GRCh38_AKAP8L,77,0.38651,52,-0.2754,51,-0.3224,62,0.04733,69,0.28939
GRCh38_ENSG00000011451,GRCh38_WIZ,28,-0.3123,29,-0.2968,19,-1.0733,53,0.69660,49,0.79789
GRCh38_ENSG00000105122,GRCh38_RASAL3,37,1.18502,7,-1.6051,19,0.13201,19,0.08878,18,-0.0196
GRCh38_ENSG00000167460,GRCh38_TPM4,363,-0.6416,481,-0.2276,571,0.08965,832,0.69253,532,-0.0544
GRCh38_ENSG00000167461,GRCh38_RAB8A,35,-0.3293,34,-0.4341,47,0.14778,75,0.89837,39,-0.2191
GRCh38_ENSG00000105058,GRCh38_FAM32A,52,-0.5226,65,-0.2045,70,-0.0692,89,0.32683,82,0.24997
GRCh38_ENSG00000072958,GRCh38_AP1M1,26,-0.3565,15,-1.3071,38,0.33426,65,1.15411,30,-0.1448
GRCh38_ENSG00000127527,GRCh38_EPS15L1,8,-0.6718,11,-0.2821,11,-0.2485,15,0.31446,16,0.50238
GRCh38_ENSG00000085872,GRCh38_CHERP,14,-0.6590,20,-0.1495,19,-0.2569,31,0.52041,26,0.32222
GRCh38_ENSG00000127526,GRCh38_SLC35E1,24,-0.5715,38,0.19354,38,0.23190,36,0.10311,30,-0.2368
GRCh38_ENSG00000214046,GRCh38_SMIM7,54,-0.2002,42,-0.6389,64,0.10910,100,0.81858,60,-0.0448
GRCh38_ENSG00000127511,GRCh38_SIN3B,30,-0.4042,32,-0.3583,32,-0.4284,43,0.13895,54,0.69022
GRCh38_ENSG00000099331,GRCh38_MYO9B,91,0.15523,56,-0.6802,87,0.11462,101,0.32950,87,0.10477
GRCh38_ENSG00000053501,GRCh38_USE1,18,-0.1148,14,-0.4989,21,0.22187,18,-0.1030,21,0.19818
GRCh38_ENSG00000099330,GRCh38_OCEL1,15,-0.2503,10,-0.9359,22,0.46190,17,-0.0912,20,0.22255
GRCh38_ENSG00000160113,GRCh38_NR2F6,38,-0.5430,40,-0.5295,48,-0.2327,49,-0.1426,76,0.77346
GRCh38_ENSG00000105393,GRCh38_BABAM1,60,0.01431,33,-0.9837,71,0.37027,111,1.03921,49,-0.4052
GRCh38_ENSG00000130312,GRCh38_MRPL34,28,-0.3654,18,-1.0842,30,-0.2929,47,0.47387,50,0.77023
GRCh38_ENSG00000130311,GRCh38_DDA1,38,-0.0695,36,-0.1651,27,-0.6991,81,1.19874,41,0.06729
GRCh38_ENSG00000130299,GRCh38_GTPBP3,20,0.45498,13,-0.2488,13,-0.3692,19,0.34094,16,0.14483
GRCh38_ENSG00000130300,GRCh38_PLVAP,60,0.81113,20,-0.9785,55,0.90648,84,1.41112,6,-3.0046
GRCh38_ENSG00000130303,GRCh38_BST2,372,-0.1499,320,-0.4290,327,-0.4385,514,0.37344,526,0.55449
GRCh38_ENSG00000141971,GRCh38_MVB12A,49,0.13351,38,-0.3016,44,-0.0671,52,0.22722,48,0.11709
GRCh38_ENSG00000130304,GRCh38_SLC27A1,16,0.43287,6,-1.1497,17,0.60328,15,0.30037,11,-0.3349
GRCh38_ENSG00000130313,GRCh38_PGLS,46,-1.0144,76,-0.2808,68,-0.5408,95,0.09752,133,0.89434
GRCh38_ENSG00000130309,GRCh38_COLGALT1,143,0.17994,69,-1.0542,130,0.02769,287,1.37140,108,-0.3363
GRCh38_ENSG00000130479,GRCh38_MAP1S,20,0.27646,7,-1.4776,19,0.22629,32,1.06352,16,-0.1645
GRCh38_ENSG00000179913,GRCh38_B3GNT3,8,-1.3193,41,1.59068,16,-0.3730,28,0.63751,8,-1.4971
GRCh38_ENSG00000105639,GRCh38_JAK3,71,1.29484,17,-1.0738,44,0.62434,36,0.12629,19,-1.0282
GRCh38_ENSG00000105640,GRCh38_RPL18A,1036,-0.4449,971,-0.6015,1347,-0.0399,1434,0.06913,1760,0.54336
GRCh38_ENSG00000007080,GRCh38_CCDC124,62,-0.2789,68,-0.1412,44,-0.9715,110,0.65980,99,0.65326
GRCh38_ENSG00000105643,GRCh38_ARRDC2,39,0.15542,27,-0.4470,44,0.46633,47,0.45341,27,-0.5130
GRCh38_ENSG00000096996,GRCh38_IL12RB1,11,-0.1160,7,-0.9686,8,-0.6267,8,-0.6087,21,1.27184
GRCh38_ENSG00000099308,GRCh38_MAST3,23,0.74272,10,-0.6642,17,0.24354,20,0.46499,12,-0.4612
GRCh38_ENSG00000105647,GRCh38_PIK3R2,31,-0.5560,19,-1.3847,50,0.24943,53,0.30046,57,0.54350
GRCh38_ENSG00000216490,GRCh38_IFI30,287,-0.1477,183,-0.9208,428,0.68631,197,-0.7324,337,0.14389
GRCh38_ENSG00000130522,GRCh38_JUND,130,-0.0501,114,-0.2881,135,0.00931,109,-0.3277,157,0.33218
GRCh38_ENSG00000130520,GRCh38_LSM4,63,-0.0958,26,-1.5428,60,-0.2171,139,1.22475,79,0.33738
GRCh38_ENSG00000130511,GRCh38_SSBP4,68,0.85274,21,-1.0492,40,0.00592,75,1.03901,32,-0.4536
GRCh38_ENSG00000105656,GRCh38_ELL,28,0.17510,38,0.77989,17,-0.7106,26,0.07579,23,-0.1700
GRCh38_ENSG00000105701,GRCh38_FKBP8,60,-0.1391,52,-0.4208,40,-0.9533,131,1.15429,82,0.46383
GRCh38_ENSG00000105700,GRCh38_KXD1,97,0.69393,35,-1.0078,40,-0.8716,118,1.03092,77,0.40646
GRCh38_ENSG00000221983,GRCh38_UBA52,785,-0.1702,566,-0.7463,770,-0.2524,1321,0.68080,1062,0.42145
GRCh38_ENSG00000006015,GRCh38_REX1BD,73,-0.0634,47,-0.7950,64,-0.3144,143,1.06395,84,0.22109
GRCh38_ENSG00000005007,GRCh38_UPF1,61,-0.0436,68,0.15608,38,-0.9171,65,0.06288,83,0.61246
GRCh38_ENSG00000105669,GRCh38_COPE,169,0.33763,130,-0.0972,112,-0.4057,203,0.64393,135,-0.0339
GRCh38_ENSG00000105671,GRCh38_DDX49,23,-0.1088,20,-0.3147,16,-0.7504,36,0.63048,32,0.57364
GRCh38_ENSG00000051128,GRCh38_HOMER3,107,-0.4312,102,-0.5532,112,-0.4426,148,0.08796,202,0.83301
GRCh38_ENSG00000064607,GRCh38_SUGP2,69,0.89891,22,-1.0212,22,-1.0780,67,0.86054,51,0.52892
GRCh38_ENSG00000105676,GRCh38_ARMC6,13,-0.6423,13,-0.6206,13,-0.7333,54,1.76688,20,0.09733
GRCh38_ENSG00000064545,GRCh38_TMEM161A,12,-0.2639,5,-1.5709,14,-0.0357,21,0.65960,19,0.59853
GRCh38_ENSG00000213999,GRCh38_MEF2B,57,2.37007,11,-0.6096,12,-0.4068,11,-0.5089,9,-0.9882
GRCh38_ENSG00000254901,GRCh38_BORCS8,21,0.68886,16,0.29670,7,-1.2240,21,0.67675,14,0.04990
GRCh38_ENSG00000064490,GRCh38_RFXANK,36,-0.1781,41,0.03508,33,-0.3884,57,0.59262,42,0.11165
GRCh38_ENSG00000184162,GRCh38_NR2C2AP,11,-0.2336,10,-0.4163,4,-2.0637,34,1.68367,17,0.63658
GRCh38_ENSG00000105705,GRCh38_SUGP1,35,0.88900,19,-0.1281,11,-1.1018,27,0.49195,23,0.27571
GRCh38_ENSG00000129933,GRCh38_MAU2,46,0.44859,37,0.14264,24,-0.6970,41,0.27229,37,0.16562
GRCh38_ENSG00000167491,GRCh38_GATAD2A,44,-0.4170,48,-0.3175,47,-0.3954,66,0.22488,75,0.60975
GRCh38_ENSG00000186010,GRCh38_NDUFA13,202,-0.1361,144,-0.7241,214,-0.0501,320,0.61696,248,0.25504
GRCh38_ENSG00000064547,GRCh38_LPAR2,18,-0.0636,13,-0.6255,21,0.32036,30,0.78032,15,-0.3197
GRCh38_ENSG00000089639,GRCh38_GMIP,24,0.75290,14,-0.0811,17,0.30766,10,-0.5640,12,-0.4833
GRCh38_ENSG00000105726,GRCh38_ATP13A1,41,0.26213,23,-0.7060,41,0.35981,42,0.29002,32,-0.1754
GRCh38_ENSG00000169021,GRCh38_UQCRFS1,90,-0.1312,66,-0.6754,94,-0.0803,124,0.38091,117,0.37798
GRCh38_ENSG00000105171,GRCh38_POP4,41,0.16531,38,0.06230,25,-0.7732,63,0.86759,39,0.08930
GRCh38_ENSG00000166289,GRCh38_PLEKHF1,39,0.11151,28,-0.4827,30,-0.3984,40,0.14518,47,0.55442
GRCh38_ENSG00000131943,GRCh38_C19orf12,26,0.34284,9,-1.3359,26,0.45979,23,0.17560,21,0.02760
GRCh38_ENSG00000105176,GRCh38_URI1,28,-0.4003,27,-0.4941,27,-0.5263,56,0.71628,47,0.56440
GRCh38_ENSG00000105185,GRCh38_PDCD5,64,-0.1021,37,-1.0172,58,-0.3407,159,1.43770,71,0.08190
GRCh38_ENSG00000105186,GRCh38_ANKRD27,9,-0.6863,10,-0.7163,18,0.45574,21,0.52637,15,-0.0330
GRCh38_ENSG00000121289,GRCh38_CEP89,15,0.07582,12,-0.2852,13,-0.1706,18,0.33388,16,0.17679
GRCh38_ENSG00000245848,GRCh38_CEBPA,17,-1.6376,73,0.71015,49,-0.0261,5,-3.4662,62,0.44887
GRCh38_ENSG00000153879,GRCh38_CEBPG,35,-0.8225,53,-0.1994,48,-0.3931,69,0.24371,79,0.63615
GRCh38_ENSG00000124299,GRCh38_PEPD,47,-0.0842,21,-1.4353,57,0.29282,69,0.52674,56,0.25428
GRCh38_ENSG00000153885,GRCh38_KCTD15,19,-0.8704,30,-0.2340,22,-0.8399,24,-0.5534,57,1.24462
GRCh38_ENSG00000277013,GRCh38_AC008556.1,4,-1.5620,15,0.33605,3,-2.3234,6,-0.9730,25,1.75595
GRCh38_ENSG00000257103,GRCh38_LSM14A,57,-0.2361,55,-0.3159,63,-0.0903,79,0.28167,75,0.26898
GRCh38_ENSG00000105220,GRCh38_GPI,101,-0.3629,84,-0.7110,79,-0.8819,307,1.51978,151,0.37783
GRCh38_ENSG00000126261,GRCh38_UBA2,40,-0.3963,38,-0.5402,66,0.54313,63,0.32765,46,-0.2223
GRCh38_ENSG00000089335,GRCh38_ZNF302,11,-0.3371,6,-1.1740,18,0.66795,9,-0.5488,15,0.28941
GRCh38_ENSG00000089351,GRCh38_GRAMD1A,53,1.21931,15,-0.8923,31,0.38409,43,0.84127,13,-1.2681
GRCh38_ENSG00000089356,GRCh38_FXYD3,186,-1.7211,434,-0.4846,603,0.10902,389,-0.6064,824,0.82571
GRCh38_ENSG00000089327,GRCh38_FXYD5,231,-0.1279,189,-0.4877,209,-0.3587,584,1.45491,227,-0.1948
GRCh38_ENSG00000105699,GRCh38_LSR,77,-0.6966,148,0.39033,49,-1.6139,239,1.16684,146,0.43326
GRCh38_ENSG00000105698,GRCh38_USF2,91,-0.1897,104,0.03042,97,-0.1004,74,-0.5138,119,0.32963
GRCh38_ENSG00000188508,GRCh38_KRTDAP,717,-2.6314,7536,1.23250,3973,-0.0508,259,-4.1145,4253,0.09032
GRCh38_ENSG00000161249,GRCh38_DMKN,221,-2.5432,2972,2.00834,840,-0.6660,117,-3.4676,1016,-0.3073
GRCh38_ENSG00000189001,GRCh38_SBSN,309,-2.1599,3016,1.84274,830,-0.8202,167,-3.0601,1252,-0.0379
GRCh38_ENSG00000105677,GRCh38_TMEM147,69,-0.7377,102,-0.1458,135,0.44088,90,-0.3234,112,0.02646
GRCh38_ENSG00000249115,GRCh38_HAUS5,12,-0.1934,24,1.06353,4,-1.9686,20,0.57282,15,0.18582
GRCh38_ENSG00000126254,GRCh38_RBM42,53,-0.5192,85,0.26263,68,-0.1555,97,0.44427,71,-0.0823
GRCh38_ENSG00000126267,GRCh38_COX6B1,225,-0.3709,224,-0.4175,268,-0.1164,392,0.52725,324,0.27735
GRCh38_ENSG00000272333,GRCh38_KMT2B,43,0.43331,30,-0.1528,21,-0.8388,42,0.37763,41,0.43293
GRCh38_ENSG00000126246,GRCh38_IGFLR1,37,0.73537,12,-1.0762,29,0.50435,18,-0.3651,22,-0.1373
GRCh38_ENSG00000161265,GRCh38_U2AF1L4,34,1.69267,8,-0.7706,7,-1.1209,14,0.20727,14,0.19821
GRCh38_ENSG00000205155,GRCh38_PSENEN,59,0.10353,48,-0.2611,34,-0.9487,94,0.86847,69,0.45716
GRCh38_ENSG00000126264,GRCh38_HCST,11,-1.4337,21,-0.5756,47,1.10146,14,-1.0769,28,-0.0851
GRCh38_ENSG00000011600,GRCh38_TYROBP,94,-0.6909,110,-0.4907,233,1.09952,48,-1.6851,132,-0.1947
GRCh38_ENSG00000126243,GRCh38_LRFN3,11,-0.1196,9,-0.4483,11,-0.1199,13,0.08676,15,0.41728
GRCh38_ENSG00000205138,GRCh38_SDHAF1,25,0.89726,6,-1.3428,8,-0.9981,22,0.70470,20,0.69033
GRCh38_ENSG00000239382,GRCh38_ALKBH6,10,-0.7407,13,-0.3244,23,0.82773,18,0.21040,12,-0.5595
GRCh38_ENSG00000105258,GRCh38_POLR2I,73,-0.3398,68,-0.5130,94,0.06693,112,0.33424,103,0.24953
GRCh38_ENSG00000105254,GRCh38_TBCB,63,0.07432,33,-1.0364,55,-0.2033,120,1.15262,64,0.11689
GRCh38_ENSG00000126247,GRCh38_CAPNS1,202,-0.4308,227,-0.2732,182,-0.7217,442,0.84838,335,0.51290
GRCh38_ENSG00000161281,GRCh38_COX7A1,33,0.12845,14,-1.2648,56,1.54647,48,0.76670,8,-2.2518
GRCh38_ENSG00000167635,GRCh38_ZNF146,24,-0.1700,17,-0.7440,23,-0.3097,51,1.03762,31,0.24996
GRCh38_ENSG00000105738,GRCh38_SIPA1L3,27,0.71048,10,-0.9666,14,-0.4511,30,0.88019,19,0.16323
GRCh38_ENSG00000167642,GRCh38_SPINT2,155,-1.3097,356,-0.0317,286,-0.4622,454,0.36720,481,0.62525
GRCh38_ENSG00000167645,GRCh38_YIF1B,32,-0.1760,33,-0.1649,22,-0.9482,60,0.84357,46,0.51700
GRCh38_ENSG00000167644,GRCh38_C19orf33,190,-1.3906,446,-0.0857,443,-0.1106,789,0.86643,493,0.10890
GRCh38_ENSG00000099337,GRCh38_KCNK6,20,-1.4818,76,0.65081,65,0.39260,32,-0.7808,46,-0.2935
GRCh38_ENSG00000099341,GRCh38_PSMD8,138,-0.2366,152,-0.1037,132,-0.3911,246,0.69916,175,0.17420
GRCh38_ENSG00000130244,GRCh38_FAM98C,10,-0.4615,9,-0.6454,11,-0.2439,12,-0.1245,19,0.81176
GRCh38_ENSG00000196218,GRCh38_RYR1,11,-0.6993,14,-0.4473,13,-0.5457,6,-1.6944,31,1.34290
GRCh38_ENSG00000178982,GRCh38_EIF3K,134,-0.4343,121,-0.6577,174,-0.0370,266,0.67170,202,0.27969
GRCh38_ENSG00000130402,GRCh38_ACTN4,183,-0.5585,248,-0.0885,246,-0.1142,369,0.56827,273,0.09769
GRCh38_ENSG00000205076,GRCh38_LGALS7,137,-2.1069,430,-0.4182,566,0.07218,54,-3.4608,905,1.20310
GRCh38_ENSG00000178934,GRCh38_LGALS7B,23,-1.7564,55,-0.4950,69,-0.1084,5,-3.8320,127,1.36849
GRCh38_ENSG00000104823,GRCh38_ECH1,55,-0.5843,53,-0.7010,77,-0.0678,85,0.08796,108,0.64873
GRCh38_ENSG00000104824,GRCh38_HNRNPL,84,-0.1122,83,-0.1428,79,-0.2600,115,0.39912,99,0.20590
GRCh38_ENSG00000068903,GRCh38_SIRT2,30,-0.3503,40,0.10848,44,0.31847,35,-0.0917,33,-0.2507
GRCh38_ENSG00000104825,GRCh38_NFKBIB,18,-0.1515,20,0.00311,16,-0.4262,27,0.49699,22,0.20948
GRCh38_ENSG00000104835,GRCh38_SARS2,20,0.57208,4,-1.8840,12,-0.2782,30,1.27473,15,0.14686
GRCh38_ENSG00000128626,GRCh38_MRPS12,39,-0.8447,53,-0.4026,56,-0.3544,114,0.89567,80,0.39438
GRCh38_ENSG00000161243,GRCh38_FBXO27,3,-2.3969,22,0.72022,16,0.15469,6,-1.4559,16,0.17262
GRCh38_ENSG00000188505,GRCh38_NCCRP1,17,-3.2753,495,2.73995,126,-0.4450,16,-3.4168,59,-1.7439
GRCh38_ENSG00000130755,GRCh38_GMFG,78,1.05025,26,-0.8035,54,0.55707,47,0.19229,26,-0.8856
GRCh38_ENSG00000179134,GRCh38_SAMD4B,33,-0.9043,65,0.18514,58,-0.0321,66,0.18777,62,0.10132
GRCh38_ENSG00000006712,GRCh38_PAF1,16,-0.8646,33,0.22682,37,0.53262,30,0.04199,22,-0.5143
GRCh38_ENSG00000063322,GRCh38_MED29,20,-0.9511,41,0.17044,37,-0.0366,31,-0.2899,44,0.31707
GRCh38_ENSG00000128016,GRCh38_ZFP36,59,-0.5019,110,0.56500,75,-0.1597,46,-0.8987,88,0.15965
GRCh38_ENSG00000090924,GRCh38_PLEKHG2,35,0.33230,26,-0.2134,33,0.30152,38,0.44336,21,-0.5783
GRCh38_ENSG00000105193,GRCh38_RPS16,964,-0.2369,849,-0.4826,997,-0.2328,1412,0.37698,1376,0.44676
GRCh38_ENSG00000196235,GRCh38_SUPT5H,75,-0.1571,69,-0.3425,90,0.16368,85,0.03995,88,0.12048
GRCh38_ENSG00000105197,GRCh38_TIMM50,35,0.22210,16,-1.0395,25,-0.3664,60,1.13916,33,0.20546
GRCh38_ENSG00000176396,GRCh38_EID2,7,-1.1838,11,-0.6460,16,-0.1255,23,0.50233,22,0.62290
GRCh38_ENSG00000105202,GRCh38_FBL,74,-0.2862,42,-1.2204,80,-0.2014,169,1.08313,105,0.37687
GRCh38_ENSG00000275395,GRCh38_FCGBP,48,0.57087,85,2.01466,18,-1.1022,17,-0.9930,15,-1.4387
GRCh38_ENSG00000013275,GRCh38_PSMC4,64,-0.4317,77,-0.1467,69,-0.3982,139,0.83359,92,0.19419
GRCh38_ENSG00000197782,GRCh38_ZNF780A,8,-0.3075,5,-1.1190,2,-2.3028,18,0.92937,20,1.56933
GRCh38_ENSG00000105221,GRCh38_AKT2,44,-0.0153,43,-0.0764,43,-0.0835,52,0.23867,45,0.03698
GRCh38_ENSG00000105223,GRCh38_PLD3,152,-0.1343,124,-0.5006,215,0.57050,118,-0.5343,164,-0.0155
GRCh38_ENSG00000197019,GRCh38_SERTAD1,26,-0.5616,46,0.38671,25,-0.7945,38,0.03432,48,0.53664
GRCh38_ENSG00000167565,GRCh38_SERTAD3,28,0.41682,13,-0.8049,7,-1.8037,50,1.42799,29,0.67431
GRCh38_ENSG00000090013,GRCh38_BLVRB,56,-0.5993,77,-0.1188,82,-0.0035,119,0.60788,82,0.00154
GRCh38_ENSG00000160410,GRCh38_SHKBP1,54,-0.0507,56,0.01420,44,-0.4544,83,0.64226,59,0.10501
GRCh38_ENSG00000090006,GRCh38_LTBP4,33,-0.2939,42,0.07796,21,-1.1542,59,0.63486,53,0.63446
GRCh38_ENSG00000086544,GRCh38_ITPKC,40,-1.0368,154,1.36932,49,-0.8860,42,-0.9439,82,0.09064
GRCh38_ENSG00000077312,GRCh38_SNRPA,39,0.14161,25,-0.6152,24,-0.7621,91,1.62513,35,-0.0447
GRCh38_ENSG00000167578,GRCh38_RAB4B,22,0.28165,24,0.43307,12,-0.8656,18,-0.0532,21,0.27517
GRCh38_ENSG00000269858,GRCh38_EGLN2,50,0.12467,26,-0.9639,60,0.54624,74,0.77471,36,-0.4909
GRCh38_ENSG00000167600,GRCh38_CYP2S1,5,-1.1814,9,-0.4182,10,-0.1847,30,1.66986,10,-0.2814
GRCh38_ENSG00000167601,GRCh38_AXL,54,0.41096,16,-1.5911,69,1.19715,60,0.57338,22,-1.2006
GRCh38_ENSG00000105323,GRCh38_HNRNPUL1,61,-0.3843,42,-1.0300,102,0.57934,108,0.52374,74,-0.1090
GRCh38_ENSG00000105329,GRCh38_TGFB1,84,0.25160,43,-0.8495,48,-0.7763,83,0.24940,106,0.90097
GRCh38_ENSG00000142039,GRCh38_CCDC97,11,-0.6515,18,0.06522,19,0.16099,13,-0.4066,19,0.17011
GRCh38_ENSG00000142046,GRCh38_TMEM91,7,-0.6162,6,-1.0011,7,-0.8853,8,-0.5646,22,1.58902
GRCh38_ENSG00000248098,GRCh38_BCKDHA,36,-0.1407,28,-0.6081,36,-0.2077,36,-0.1367,54,0.66801
GRCh38_ENSG00000105341,GRCh38_DMAC2,19,-0.3084,18,-0.4424,29,0.46919,33,0.55134,19,-0.3634
GRCh38_ENSG00000267107,GRCh38_PCAT19,31,1.36557,6,-1.2825,20,0.82677,29,1.21148,2,-3.0967
GRCh38_ENSG00000105388,GRCh38_CEACAM5,12,-2.7869,267,3.10463,62,-0.4583,3,-4.6922,15,-2.7593
GRCh38_ENSG00000086548,GRCh38_CEACAM6,49,-1.7181,403,2.17147,163,0.14214,16,-3.3556,53,-1.8564
GRCh38_ENSG00000105372,GRCh38_RPS19,1385,-0.2464,1043,-0.7556,1563,-0.0692,2045,0.38159,1989,0.44790
GRCh38_ENSG00000105369,GRCh38_CD79A,107,2.49966,22,-0.3984,35,0.54125,5,-2.3605,4,-3.0443
GRCh38_ENSG00000076928,GRCh38_ARHGEF1,48,0.14564,41,-0.1175,31,-0.6530,60,0.51198,52,0.34395
GRCh38_ENSG00000105404,GRCh38_RABAC1,227,0.70884,105,-0.5896,168,0.28212,200,0.49896,111,-0.5574
GRCh38_ENSG00000105732,GRCh38_ZNF574,21,0.23195,20,0.15682,14,-0.5208,19,0.06657,20,0.21623
GRCh38_ENSG00000160570,GRCh38_DEDD2,22,-0.7334,58,0.99155,22,-0.8471,23,-0.6450,40,0.30763
GRCh38_ENSG00000105723,GRCh38_GSK3A,31,-0.1516,27,-0.4102,31,-0.2092,39,0.19307,42,0.43957
GRCh38_ENSG00000105722,GRCh38_ERF,15,-0.6741,17,-0.5521,23,0.00131,39,0.87307,25,0.13457
GRCh38_ENSG00000079432,GRCh38_CIC,42,0.01530,29,-0.6466,44,0.09767,56,0.46818,44,0.09298
GRCh38_ENSG00000079462,GRCh38_PAFAH1B3,12,-0.0009,5,-1.3525,12,0.00262,22,1.00160,13,0.19103
GRCh38_ENSG00000105427,GRCh38_CNFN,464,-2.2860,6211,2.56033,1623,-0.4919,232,-3.2989,952,-1.4315
GRCh38_ENSG00000213904,GRCh38_LIPE-AS1,9,-1.2565,46,1.50890,16,-0.6250,3,-2.8817,22,0.05140
