Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
GRCh38_ENSG00000134108,GRCh38_ARL8B,55,-0.6885,88,0.68852
GRCh38_ENSG00000134109,GRCh38_EDEM1,37,0.29644,30,-0.2964
GRCh38_ENSG00000071282,GRCh38_LMCD1,25,0.61237,16,-0.6123
GRCh38_ENSG00000206573,GRCh38_THUMPD3-AS1,14,0.00848,14,-0.0084
GRCh38_ENSG00000134077,GRCh38_THUMPD3,11,-0.2439,13,0.24394
GRCh38_ENSG00000168137,GRCh38_SETD5,15,0.14646,14,-0.1464
GRCh38_ENSG00000163719,GRCh38_MTMR14,21,-0.0108,21,0.01080
GRCh38_ENSG00000171148,GRCh38_TADA3,28,0.09638,26,-0.0963
GRCh38_ENSG00000241553,GRCh38_ARPC4,123,0.02065,122,-0.0206
GRCh38_ENSG00000214021,GRCh38_TTLL3,14,0.07213,13,-0.0721
GRCh38_ENSG00000156990,GRCh38_RPUSD3,17,0.55990,11,-0.5599
GRCh38_ENSG00000171135,GRCh38_JAGN1,37,0.38958,28,-0.3895
GRCh38_ENSG00000163702,GRCh38_IL17RC,15,-0.4757,21,0.47579
GRCh38_ENSG00000163703,GRCh38_CRELD1,35,1.14306,15,-1.1430
GRCh38_ENSG00000125037,GRCh38_EMC3,49,0.17034,44,-0.1703
GRCh38_ENSG00000254999,GRCh38_BRK1,39,-0.9037,73,0.90376
GRCh38_ENSG00000157014,GRCh38_TATDN2,29,0.36388,22,-0.3638
GRCh38_ENSG00000157020,GRCh38_SEC13,74,0.70092,46,-0.7009
GRCh38_ENSG00000196639,GRCh38_HRH1,16,0.43096,12,-0.4309
GRCh38_ENSG00000197548,GRCh38_ATG7,16,-0.0436,16,0.04367
GRCh38_ENSG00000144560,GRCh38_VGLL4,95,0.78858,55,-0.7885
GRCh38_ENSG00000132155,GRCh38_RAF1,21,-0.3141,26,0.31415
GRCh38_ENSG00000088726,GRCh38_TMEM40,18,-2.3648,96,2.36489
GRCh38_ENSG00000144713,GRCh38_RPL32,1004,0.07192,956,-0.0719
GRCh38_ENSG00000144711,GRCh38_IQSEC1,39,0.74135,23,-0.7413
GRCh38_ENSG00000163520,GRCh38_FBLN2,195,0.92771,102,-0.9277
GRCh38_ENSG00000170876,GRCh38_TMEM43,25,-0.4899,35,0.48997
GRCh38_ENSG00000170860,GRCh38_LSM3,62,0.25248,52,-0.2524
GRCh38_ENSG00000131389,GRCh38_SLC6A6,27,0.57550,18,-0.5755
GRCh38_ENSG00000225733,GRCh38_FGD5-AS1,36,0.05024,35,-0.0502
GRCh38_ENSG00000177463,GRCh38_NR2C2,18,0.03042,17,-0.0304
GRCh38_ENSG00000131368,GRCh38_MRPS25,13,-0.2955,16,0.29554
GRCh38_ENSG00000131381,GRCh38_RBSN,19,0.61680,12,-0.6168
GRCh38_ENSG00000144597,GRCh38_EAF1,16,0.13796,15,-0.1379
GRCh38_ENSG00000206560,GRCh38_ANKRD28,29,0.87012,16,-0.8701
GRCh38_ENSG00000154813,GRCh38_DPH3,16,-0.2751,20,0.27515
GRCh38_ENSG00000131378,GRCh38_RFTN1,18,0.45650,13,-0.4565
GRCh38_ENSG00000131374,GRCh38_TBC1D5,8,-0.9784,16,0.97848
GRCh38_ENSG00000144566,GRCh38_RAB5A,72,0.03683,71,-0.0368
GRCh38_ENSG00000182247,GRCh38_UBE2E2,24,-0.0418,24,0.04189
GRCh38_ENSG00000170142,GRCh38_UBE2E1,42,-0.0353,43,0.03531
GRCh38_ENSG00000174748,GRCh38_RPL15,755,0.06781,720,-0.0678
GRCh38_ENSG00000077097,GRCh38_TOP2B,34,0.42791,25,-0.4279
GRCh38_ENSG00000225548,GRCh38_LINC01980,6,-1.1236,13,1.12365
GRCh38_ENSG00000163512,GRCh38_AZI2,15,-0.3724,19,0.37242
GRCh38_ENSG00000163513,GRCh38_TGFBR2,52,0.34611,41,-0.3461
GRCh38_ENSG00000163527,GRCh38_STT3B,62,0.22189,53,-0.2218
GRCh38_ENSG00000091317,GRCh38_CMTM6,18,-1.3481,46,1.34810
GRCh38_ENSG00000144635,GRCh38_DYNC1LI1,20,-0.0578,21,0.05787
GRCh38_ENSG00000170266,GRCh38_GLB1,26,-0.1630,29,0.16304
GRCh38_ENSG00000170275,GRCh38_CRTAP,61,0.34817,48,-0.3481
GRCh38_ENSG00000153560,GRCh38_UBP1,47,0.72487,28,-0.7248
GRCh38_ENSG00000163539,GRCh38_CLASP2,14,-0.0394,15,0.03943
GRCh38_ENSG00000170248,GRCh38_PDCD6IP,45,-0.5725,67,0.57257
GRCh38_ENSG00000076242,GRCh38_MLH1,15,0.20072,13,-0.2007
GRCh38_ENSG00000093167,GRCh38_LRRFIP2,28,0.01916,27,-0.0191
GRCh38_ENSG00000144674,GRCh38_GOLGA4,21,-0.7958,38,0.79586
GRCh38_ENSG00000144677,GRCh38_CTDSPL,25,-0.0450,26,0.04504
GRCh38_ENSG00000060971,GRCh38_ACAA1,38,0.22297,33,-0.2229
GRCh38_ENSG00000172936,GRCh38_MYD88,43,-0.2266,50,0.22667
GRCh38_ENSG00000172939,GRCh38_OXSR1,18,-1.1494,41,1.14942
GRCh38_ENSG00000114745,GRCh38_GORASP1,10,-0.6710,17,0.67108
GRCh38_ENSG00000168028,GRCh38_RPSA,433,0.05285,417,-0.0528
GRCh38_ENSG00000114784,GRCh38_EIF1B,23,0.17419,20,-0.1741
GRCh38_ENSG00000188846,GRCh38_RPL14,343,0.02230,337,-0.0223
GRCh38_ENSG00000168036,GRCh38_CTNNB1,89,-0.3164,111,0.31646
GRCh38_ENSG00000182606,GRCh38_TRAK1,37,0.32933,29,-0.3293
GRCh38_ENSG00000114812,GRCh38_VIPR1,5,-1.5943,15,1.59431
GRCh38_ENSG00000008324,GRCh38_SS18L2,15,0.21918,13,-0.2191
GRCh38_ENSG00000114857,GRCh38_NKTR,26,-0.1826,30,0.18267
GRCh38_ENSG00000181061,GRCh38_HIGD1A,45,-0.4150,60,0.41508
GRCh38_ENSG00000163788,GRCh38_SNRK,29,0.31728,23,-0.3172
GRCh38_ENSG00000160746,GRCh38_ANO10,9,-0.5693,14,0.56937
GRCh38_ENSG00000011198,GRCh38_ABHD5,11,-0.9537,22,0.95377
GRCh38_ENSG00000163807,GRCh38_KIAA1143,15,0.20978,13,-0.2097
GRCh38_ENSG00000163812,GRCh38_ZDHHC3,32,-0.3327,40,0.33274
GRCh38_ENSG00000075914,GRCh38_EXOSC7,21,0.08899,20,-0.0889
GRCh38_ENSG00000163814,GRCh38_CDCP1,61,-0.5961,93,0.59616
GRCh38_ENSG00000249992,GRCh38_TMEM158,35,0.30353,28,-0.3035
GRCh38_ENSG00000172215,GRCh38_CXCR6,16,0.11637,15,-0.1163
GRCh38_ENSG00000178038,GRCh38_ALS2CL,24,-1.0238,50,1.02383
GRCh38_ENSG00000160799,GRCh38_CCDC12,37,-0.1130,40,0.11303
GRCh38_ENSG00000160796,GRCh38_NBEAL2,73,-0.7086,120,0.70860
GRCh38_ENSG00000181555,GRCh38_SETD2,13,-0.9128,24,0.91282
GRCh38_ENSG00000114648,GRCh38_KLHL18,13,-0.9360,26,0.93600
GRCh38_ENSG00000076201,GRCh38_PTPN23,38,0.14576,34,-0.1457
GRCh38_ENSG00000114650,GRCh38_SCAP,36,0.93629,18,-0.9362
GRCh38_ENSG00000163832,GRCh38_ELP6,21,0.61086,13,-0.6108
GRCh38_ENSG00000173473,GRCh38_SMARCC1,32,0.19915,28,-0.1991
GRCh38_ENSG00000132153,GRCh38_DHX30,46,0.54065,32,-0.5406
GRCh38_ENSG00000047849,GRCh38_MAP4,72,-0.8253,129,0.82537
GRCh38_ENSG00000164050,GRCh38_PLXNB1,39,-0.3754,50,0.37547
GRCh38_ENSG00000232112,GRCh38_TMA7,246,0.24958,206,-0.2495
GRCh38_ENSG00000164054,GRCh38_SHISA5,149,0.12662,136,-0.1266
GRCh38_ENSG00000114270,GRCh38_COL7A1,252,0.41705,189,-0.4170
GRCh38_ENSG00000010256,GRCh38_UQCRC1,82,-0.3460,105,0.34609
GRCh38_ENSG00000225697,GRCh38_SLC26A6,32,1.39813,12,-1.3981
GRCh38_ENSG00000068745,GRCh38_IP6K2,55,0.08729,52,-0.0872
GRCh38_ENSG00000114302,GRCh38_PRKAR2A,26,0.17705,23,-0.1770
GRCh38_ENSG00000177479,GRCh38_ARIH2,30,0.39061,22,-0.3906
GRCh38_ENSG00000178252,GRCh38_WDR6,92,1.16206,41,-1.1620
GRCh38_ENSG00000178149,GRCh38_DALRD3,8,-0.8117,14,0.81179
GRCh38_ENSG00000178057,GRCh38_NDUFAF3,76,0.59080,50,-0.5908
GRCh38_ENSG00000178035,GRCh38_IMPDH2,35,-0.2462,42,0.24623
GRCh38_ENSG00000198218,GRCh38_QRICH1,37,0.32173,29,-0.3217
GRCh38_ENSG00000172053,GRCh38_QARS,70,0.06003,67,-0.0600
GRCh38_ENSG00000172046,GRCh38_USP19,18,0.68604,11,-0.6860
GRCh38_ENSG00000172037,GRCh38_LAMB2,106,0.80747,61,-0.8074
GRCh38_ENSG00000185909,GRCh38_KLHDC8B,21,-0.4403,28,0.44039
GRCh38_ENSG00000114316,GRCh38_USP4,26,0.55850,17,-0.5585
GRCh38_ENSG00000067560,GRCh38_RHOA,231,-0.1009,247,0.10093
GRCh38_ENSG00000173402,GRCh38_DAG1,31,-0.7570,53,0.75700
GRCh38_ENSG00000164062,GRCh38_APEH,40,0.19721,35,-0.1972
GRCh38_ENSG00000173540,GRCh38_GMPPB,36,1.13257,16,-1.1325
GRCh38_ENSG00000176095,GRCh38_IP6K1,39,0.50364,27,-0.5036
GRCh38_ENSG00000182179,GRCh38_UBA7,97,1.02971,47,-1.0297
GRCh38_ENSG00000164078,GRCh38_MST1R,11,-0.6978,18,0.69787
GRCh38_ENSG00000004534,GRCh38_RBM6,86,0.90667,45,-0.9066
GRCh38_ENSG00000003756,GRCh38_RBM5,74,0.34511,58,-0.3451
GRCh38_ENSG00000001617,GRCh38_SEMA3F,32,-0.1800,36,0.18007
GRCh38_ENSG00000114353,GRCh38_GNAI2,165,0.36124,129,-0.3612
GRCh38_ENSG00000012171,GRCh38_SEMA3B,18,0.16737,16,-0.1673
GRCh38_ENSG00000214706,GRCh38_IFRD2,21,-0.3653,28,0.36533
GRCh38_ENSG00000068001,GRCh38_HYAL2,60,0.87134,32,-0.8713
GRCh38_ENSG00000114383,GRCh38_TUSC2,21,-0.1584,23,0.15844
GRCh38_ENSG00000068028,GRCh38_RASSF1,55,1.34318,21,-1.3431
GRCh38_ENSG00000126062,GRCh38_TMEM115,38,0.36896,29,-0.3689
GRCh38_ENSG00000114738,GRCh38_MAPKAPK3,25,-0.1988,29,0.19885
GRCh38_ENSG00000145050,GRCh38_MANF,116,1.06063,55,-1.0606
GRCh38_ENSG00000259956,GRCh38_RBM15B,29,0.24733,24,-0.2473
GRCh38_ENSG00000164081,GRCh38_TEX264,36,0.40468,27,-0.4046
GRCh38_ENSG00000090097,GRCh38_PCBP4,29,1.16721,12,-1.1672
GRCh38_ENSG00000114779,GRCh38_ABHD14B,19,0.19559,16,-0.1955
GRCh38_ENSG00000243989,GRCh38_ACY1,15,0.38610,11,-0.3861
GRCh38_ENSG00000162244,GRCh38_RPL29,801,-0.0437,825,0.04379
GRCh38_ENSG00000164086,GRCh38_DUSP7,18,-1.3595,48,1.35951
GRCh38_ENSG00000023330,GRCh38_ALAS1,14,-0.4651,20,0.46516
GRCh38_ENSG00000247596,GRCh38_TWF2,24,-0.2882,29,0.28821
GRCh38_ENSG00000164091,GRCh38_WDR82,38,-0.3602,49,0.36024
GRCh38_ENSG00000163930,GRCh38_BAP1,51,0.15296,46,-0.1529
GRCh38_ENSG00000010322,GRCh38_NISCH,60,0.63607,38,-0.6360
GRCh38_ENSG00000010327,GRCh38_STAB1,106,1.28823,43,-1.2882
GRCh38_ENSG00000168268,GRCh38_NT5DC2,58,1.28022,24,-1.2802
GRCh38_ENSG00000168273,GRCh38_SMIM4,14,0.16009,12,-0.1600
GRCh38_ENSG00000163939,GRCh38_PBRM1,23,0.10102,21,-0.1010
GRCh38_ENSG00000163938,GRCh38_GNL3,50,0.98543,25,-0.9854
GRCh38_ENSG00000016864,GRCh38_GLT8D1,28,0.73937,17,-0.7393
GRCh38_ENSG00000114902,GRCh38_SPCS1,149,0.80230,85,-0.8023
GRCh38_ENSG00000163932,GRCh38_PRKCD,12,0.03169,12,-0.0316
GRCh38_ENSG00000163931,GRCh38_TKT,53,0.21766,46,-0.2176
GRCh38_ENSG00000272886,GRCh38_DCP1A,18,0.47322,13,-0.4732
GRCh38_ENSG00000113811,GRCh38_SELENOK,96,1.17805,42,-1.1780
GRCh38_ENSG00000114251,GRCh38_WNT5A,102,0.84655,57,-0.8465
GRCh38_ENSG00000163946,GRCh38_TASOR,15,0.02607,14,-0.0260
GRCh38_ENSG00000163947,GRCh38_ARHGEF3,12,-0.2081,14,0.20814
GRCh38_ENSG00000168374,GRCh38_ARF4,137,0.70811,84,-0.7081
GRCh38_ENSG00000174839,GRCh38_DENND6A,12,-0.3482,16,0.34820
GRCh38_ENSG00000163681,GRCh38_SLMAP,26,-0.3720,34,0.37209
GRCh38_ENSG00000136068,GRCh38_FLNB,108,-0.6863,174,0.68636
GRCh38_ENSG00000168291,GRCh38_PDHB,29,0.64796,18,-0.6479
GRCh38_ENSG00000144724,GRCh38_PTPRG,15,-0.3568,20,0.35683
GRCh38_ENSG00000163634,GRCh38_THOC7,20,-0.9137,39,0.91378
GRCh38_ENSG00000163636,GRCh38_PSMD6,27,-0.3128,34,0.31286
GRCh38_ENSG00000144749,GRCh38_LRIG1,27,0.79288,15,-0.7928
GRCh38_ENSG00000172340,GRCh38_SUCLG2,18,0.32640,14,-0.3264
GRCh38_ENSG00000144747,GRCh38_TMF1,23,0.62430,14,-0.6243
GRCh38_ENSG00000144744,GRCh38_UBA3,23,0.03219,22,-0.0321
GRCh38_ENSG00000144746,GRCh38_ARL6IP5,66,0.02097,65,-0.0209
GRCh38_ENSG00000114541,GRCh38_FRMD4B,22,-0.8220,39,0.82204
GRCh38_ENSG00000114861,GRCh38_FOXP1,29,-0.1870,34,0.18700
GRCh38_ENSG00000163602,GRCh38_RYBP,14,-0.1392,15,0.13929
GRCh38_ENSG00000163605,GRCh38_PPP4R2,23,-0.1659,26,0.16597
GRCh38_ENSG00000169855,GRCh38_ROBO1,22,-0.0439,23,0.04394
GRCh38_ENSG00000206538,GRCh38_VGLL3,5,-1.5225,16,1.52250
GRCh38_ENSG00000083937,GRCh38_CHMP2B,21,-0.5097,30,0.50979
GRCh38_ENSG00000163320,GRCh38_CGGBP1,41,0.24211,35,-0.2421
GRCh38_ENSG00000184500,GRCh38_PROS1,9,-1.4190,24,1.41906
GRCh38_ENSG00000269028,GRCh38_MTRNR2L12,35,-5.2925,1392,5.29251
GRCh38_ENSG00000080200,GRCh38_CRYBG3,8,-1.3640,21,1.36404
GRCh38_ENSG00000170854,GRCh38_RIOX2,15,-0.3416,19,0.34169
GRCh38_ENSG00000080822,GRCh38_CLDND1,33,-0.6546,52,0.65466
GRCh38_ENSG00000080819,GRCh38_CPOX,11,-0.2574,13,0.25742
GRCh38_ENSG00000064225,GRCh38_ST3GAL6,17,-0.5831,25,0.58319
GRCh38_ENSG00000057019,GRCh38_DCBLD2,18,-0.3691,24,0.36910
GRCh38_ENSG00000184220,GRCh38_CMSS1,6,-1.3050,16,1.30503
GRCh38_ENSG00000036054,GRCh38_TBC1D23,23,-0.1684,26,0.16845
GRCh38_ENSG00000114021,GRCh38_NIT2,21,-0.4943,30,0.49432
GRCh38_ENSG00000154174,GRCh38_TOMM70,22,-0.8456,40,0.84563
GRCh38_ENSG00000181458,GRCh38_TMEM45A,52,-2.3517,269,2.35173
GRCh38_ENSG00000114354,GRCh38_TFG,110,-0.1375,121,0.13751
GRCh38_ENSG00000174173,GRCh38_TRMT10C,14,-0.5788,22,0.57888
GRCh38_ENSG00000081154,GRCh38_PCNP,56,-0.2995,70,0.29954
GRCh38_ENSG00000066422,GRCh38_ZBTB11,25,0.05520,24,-0.0552
GRCh38_ENSG00000114391,GRCh38_RPL24,493,-0.5665,731,0.56653
GRCh38_ENSG00000144802,GRCh38_NFKBIZ,11,-2.0309,47,2.03097
GRCh38_ENSG00000170017,GRCh38_ALCAM,17,-1.2176,40,1.21763
GRCh38_ENSG00000114423,GRCh38_CBLB,29,0.35196,22,-0.3519
GRCh38_ENSG00000114439,GRCh38_BBX,22,0.53425,15,-0.5342
GRCh38_ENSG00000196776,GRCh38_CD47,133,-0.6883,215,0.68831
GRCh38_ENSG00000114446,GRCh38_IFT57,16,-0.3080,20,0.30807
GRCh38_ENSG00000177494,GRCh38_ZBED2,5,-1.7208,17,1.72088
GRCh38_ENSG00000144824,GRCh38_PHLDB2,22,-0.5914,33,0.59149
GRCh38_ENSG00000144848,GRCh38_ATG3,44,-0.2273,51,0.22735
GRCh38_ENSG00000091986,GRCh38_CCDC80,38,-0.1319,42,0.13195
GRCh38_ENSG00000163608,GRCh38_NEPRO,25,0.30695,20,-0.3069
GRCh38_ENSG00000121579,GRCh38_NAA50,59,-0.9995,119,0.99953
GRCh38_ENSG00000114573,GRCh38_ATP6V1A,30,-0.7195,49,0.71950
GRCh38_ENSG00000181847,GRCh38_TIGIT,17,0.19069,15,-0.1906
GRCh38_ENSG00000176142,GRCh38_TMEM39A,31,1.03625,15,-1.0362
GRCh38_ENSG00000163389,GRCh38_POGLUT1,22,0.69396,13,-0.6939
GRCh38_ENSG00000113845,GRCh38_TIMMDC1,39,-0.0906,42,0.09061
GRCh38_ENSG00000138495,GRCh38_COX17,52,-0.3931,69,0.39317
GRCh38_ENSG00000082701,GRCh38_GSK3B,24,-0.5234,34,0.52341
GRCh38_ENSG00000163428,GRCh38_LRRC58,16,-0.6906,26,0.69062
GRCh38_ENSG00000163430,GRCh38_FSTL1,235,0.37524,181,-0.3752
GRCh38_ENSG00000065518,GRCh38_NDUFB4,109,-0.7291,181,0.72918
GRCh38_ENSG00000180353,GRCh38_HCLS1,75,1.35672,29,-1.3567
GRCh38_ENSG00000173230,GRCh38_GOLGB1,69,-0.0997,74,0.09973
GRCh38_ENSG00000163406,GRCh38_SLC15A2,13,-0.4893,18,0.48930
GRCh38_ENSG00000114013,GRCh38_CD86,16,-0.8002,29,0.80025
GRCh38_ENSG00000121552,GRCh38_CSTA,434,-2.3805,2265,2.38051
GRCh38_ENSG00000114023,GRCh38_FAM162A,17,-1.5052,49,1.50526
GRCh38_ENSG00000114030,GRCh38_KPNA1,27,-0.4893,38,0.48934
GRCh38_ENSG00000138496,GRCh38_PARP9,74,-0.6437,117,0.64379
GRCh38_ENSG00000163840,GRCh38_DTX3L,66,-0.2888,81,0.28881
GRCh38_ENSG00000173193,GRCh38_PARP14,97,-0.7127,159,0.71279
GRCh38_ENSG00000138463,GRCh38_SLC49A4,8,-1.1521,18,1.15211
GRCh38_ENSG00000121542,GRCh38_SEC22A,10,-0.7313,17,0.73137
GRCh38_ENSG00000206527,GRCh38_HACD2,17,-1.0997,38,1.09971
GRCh38_ENSG00000065534,GRCh38_MYLK,26,-0.3166,33,0.31667
GRCh38_ENSG00000175455,GRCh38_CCDC14,22,-0.0342,22,0.03421
GRCh38_ENSG00000114491,GRCh38_UMPS,12,-1.1165,27,1.11651
GRCh38_ENSG00000082781,GRCh38_ITGB5,155,0.25039,131,-0.2503
GRCh38_ENSG00000173706,GRCh38_HEG1,27,0.23771,23,-0.2377
GRCh38_ENSG00000163848,GRCh38_ZNF148,28,-0.0704,29,0.07042
GRCh38_ENSG00000114520,GRCh38_SNX4,14,-0.1481,16,0.14818
GRCh38_ENSG00000144909,GRCh38_OSBPL11,3,-1.8546,14,1.85465
GRCh38_ENSG00000114544,GRCh38_SLC41A3,6,-1.2665,15,1.26650
GRCh38_ENSG00000070476,GRCh38_ZXDC,16,-0.3285,20,0.32852
GRCh38_ENSG00000114554,GRCh38_PLXNA1,56,-0.4319,76,0.43198
GRCh38_ENSG00000163870,GRCh38_TPRA1,62,0.13908,57,-0.1390
GRCh38_ENSG00000073111,GRCh38_MCM2,21,0.29991,17,-0.2999
GRCh38_ENSG00000114626,GRCh38_ABTB1,46,0.81665,26,-0.8166
GRCh38_ENSG00000074416,GRCh38_MGLL,31,-0.3589,40,0.35893
GRCh38_ENSG00000058262,GRCh38_SEC61A1,318,0.51511,222,-0.5151
GRCh38_ENSG00000175792,GRCh38_RUVBL1,21,-0.2268,25,0.22685
GRCh38_ENSG00000132394,GRCh38_EEFSEC,18,0.49559,13,-0.4955
GRCh38_ENSG00000163902,GRCh38_RPN1,157,0.47467,113,-0.4746
GRCh38_ENSG00000075785,GRCh38_RAB7A,183,-0.9927,364,0.99273
GRCh38_ENSG00000177646,GRCh38_ACAD9,50,0.05165,48,-0.0516
GRCh38_ENSG00000240682,GRCh38_ISY1,36,-0.3854,48,0.38541
GRCh38_ENSG00000169714,GRCh38_CNBP,270,-0.8860,499,0.88601
GRCh38_ENSG00000181789,GRCh38_COPG1,45,-0.3176,56,0.31760
GRCh38_ENSG00000183624,GRCh38_HMCES,20,-0.5589,30,0.55892
GRCh38_ENSG00000184897,GRCh38_H1FX,219,0.20939,189,-0.2093
GRCh38_ENSG00000129071,GRCh38_MBD4,25,-0.4377,34,0.43774
GRCh38_ENSG00000004399,GRCh38_PLXND1,101,0.87778,55,-0.8777
GRCh38_ENSG00000172765,GRCh38_TMCC1,10,-1.6706,32,1.67066
GRCh38_ENSG00000203644,GRCh38_AC083799.1,12,-0.7809,22,0.78092
GRCh38_ENSG00000196455,GRCh38_PIK3R4,16,-0.6002,24,0.60022
GRCh38_ENSG00000017260,GRCh38_ATP2C1,54,0.00212,54,-0.0021
GRCh38_ENSG00000198585,GRCh38_NUDT16,21,0.59896,14,-0.5989
GRCh38_ENSG00000114686,GRCh38_MRPL3,34,-0.5535,51,0.55352
GRCh38_ENSG00000014257,GRCh38_ACPP,5,-1.5989,16,1.59895
GRCh38_ENSG00000138246,GRCh38_DNAJC13,24,-0.6784,38,0.67848
GRCh38_ENSG00000240303,GRCh38_ACAD11,27,1.17045,12,-1.1704
GRCh38_ENSG00000129048,GRCh38_ACKR4,13,-0.6796,21,0.67968
GRCh38_ENSG00000081307,GRCh38_UBA5,31,0.50229,22,-0.5022
GRCh38_ENSG00000091527,GRCh38_CDV3,178,0.36941,138,-0.3694
GRCh38_ENSG00000163781,GRCh38_TOPBP1,16,-0.5865,24,0.58656
GRCh38_ENSG00000144867,GRCh38_SRPRB,79,0.13635,72,-0.1363
GRCh38_ENSG00000174640,GRCh38_SLCO2A1,19,-1.2030,45,1.20307
GRCh38_ENSG00000163785,GRCh38_RYK,16,-0.6206,24,0.62064
GRCh38_ENSG00000114019,GRCh38_AMOTL2,12,-1.6691,39,1.66917
GRCh38_ENSG00000129055,GRCh38_ANAPC13,17,-1.4747,48,1.47470
GRCh38_ENSG00000073711,GRCh38_PPP2R3A,11,-2.2543,54,2.25430
GRCh38_ENSG00000174579,GRCh38_MSL2,17,-0.1846,19,0.18465
GRCh38_ENSG00000114054,GRCh38_PCCB,19,-0.1232,20,0.12320
GRCh38_ENSG00000118007,GRCh38_STAG1,20,-0.3028,25,0.30283
GRCh38_ENSG00000158092,GRCh38_NCK1,16,-0.9354,30,0.93544
GRCh38_ENSG00000174564,GRCh38_IL20RB,44,-1.2817,107,1.28172
GRCh38_ENSG00000138231,GRCh38_DBR1,11,-0.0324,12,0.03241
GRCh38_ENSG00000114098,GRCh38_ARMC8,17,-1.1416,38,1.14163
GRCh38_ENSG00000051382,GRCh38_PIK3CB,11,-0.8316,20,0.83169
GRCh38_ENSG00000175110,GRCh38_MRPS22,13,-0.9208,25,0.92084
GRCh38_ENSG00000184432,GRCh38_COPB2,70,-0.5481,103,0.54817
GRCh38_ENSG00000114120,GRCh38_SLC25A36,23,-0.3767,30,0.37679
GRCh38_ENSG00000177311,GRCh38_ZBTB38,45,-0.7787,78,0.77876
GRCh38_ENSG00000155903,GRCh38_RASA2,14,-0.9624,28,0.96244
GRCh38_ENSG00000114125,GRCh38_RNF7,157,-0.0241,159,0.02418
GRCh38_ENSG00000069849,GRCh38_ATP1B3,241,-1.0430,496,1.04301
GRCh38_ENSG00000114127,GRCh38_XRN1,45,-0.4972,63,0.49721
GRCh38_ENSG00000175054,GRCh38_ATR,17,-0.1514,19,0.15140
GRCh38_ENSG00000163714,GRCh38_U2SURP,49,-0.6283,76,0.62835
GRCh38_ENSG00000175040,GRCh38_CHST2,32,-1.6701,104,1.67017
GRCh38_ENSG00000188313,GRCh38_PLSCR1,88,-0.7954,153,0.79542
GRCh38_ENSG00000163754,GRCh38_GYG1,29,-0.0396,29,0.03969
GRCh38_ENSG00000163755,GRCh38_HPS3,8,-0.6096,13,0.60963
GRCh38_ENSG00000169908,GRCh38_TM4SF1,98,-1.1906,225,1.19060
GRCh38_ENSG00000018408,GRCh38_WWTR1,45,-0.0043,45,0.00434
GRCh38_ENSG00000114744,GRCh38_COMMD2,18,-0.9056,33,0.90566
GRCh38_ENSG00000082996,GRCh38_RNF13,34,-0.5717,51,0.57178
GRCh38_ENSG00000070087,GRCh38_PFN2,37,-0.0746,39,0.07461
GRCh38_ENSG00000196428,GRCh38_TSC22D2,18,-1.8911,66,1.89113
GRCh38_ENSG00000120742,GRCh38_SERP1,230,-0.8412,413,0.84120
GRCh38_ENSG00000144895,GRCh38_EIF2A,25,-0.5040,36,0.50409
GRCh38_ENSG00000198843,GRCh38_SELENOT,90,-0.5674,134,0.56747
GRCh38_ENSG00000181788,GRCh38_SIAH2,26,-1.1760,59,1.17609
GRCh38_ENSG00000138271,GRCh38_GPR87,19,-1.8126,67,1.81268
GRCh38_ENSG00000152601,GRCh38_MBNL1,89,-0.6270,138,0.62701
GRCh38_ENSG00000169860,GRCh38_P2RY1,17,-1.4827,49,1.48271
GRCh38_ENSG00000181467,GRCh38_RAP2B,53,-1.3190,133,1.31900
GRCh38_ENSG00000174953,GRCh38_DHX36,31,-0.5735,47,0.57357
GRCh38_ENSG00000196549,GRCh38_MME,34,0.83596,19,-0.8359
GRCh38_ENSG00000169359,GRCh38_SLC33A1,25,0.43447,18,-0.4344
GRCh38_ENSG00000163655,GRCh38_GMPS,23,-0.7686,39,0.76866
GRCh38_ENSG00000114850,GRCh38_SSR3,285,0.57095,192,-0.5709
GRCh38_ENSG00000163659,GRCh38_TIPARP,8,-2.1225,35,2.12259
GRCh38_ENSG00000163660,GRCh38_CCNL1,74,-0.3971,98,0.39712
GRCh38_ENSG00000174891,GRCh38_RSRC1,14,-0.5627,21,0.56279
GRCh38_ENSG00000168827,GRCh38_GFM1,21,-0.7288,34,0.72881
GRCh38_ENSG00000118855,GRCh38_MFSD1,59,-0.2378,69,0.23781
GRCh38_ENSG00000113810,GRCh38_SMC4,43,0.18948,38,-0.1894
GRCh38_ENSG00000186432,GRCh38_KPNA4,63,-0.8270,112,0.82704
GRCh38_ENSG00000179674,GRCh38_ARL14,6,-1.3549,16,1.35499
GRCh38_ENSG00000169251,GRCh38_NMD3,23,-0.8417,41,0.84174
GRCh38_ENSG00000244128,GRCh38_LINC01322,16,-0.9344,31,0.93447
GRCh38_ENSG00000114209,GRCh38_PDCD10,25,-1.1416,55,1.14161
GRCh38_ENSG00000173905,GRCh38_GOLIM4,49,0.67824,30,-0.6782
GRCh38_ENSG00000085274,GRCh38_MYNN,17,-0.3592,22,0.35928
GRCh38_ENSG00000008952,GRCh38_SEC62,61,-0.4042,80,0.40429
GRCh38_ENSG00000173889,GRCh38_PHC3,27,0.24623,23,-0.2462
