Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
GRCh38_ENSG00000079277,GRCh38_MKNK1,34,-0.4091,45,0.40918
GRCh38_ENSG00000142961,GRCh38_MOB3C,38,0.56129,25,-0.5612
GRCh38_ENSG00000123472,GRCh38_ATPAF1,22,0.23570,19,-0.2357
GRCh38_ENSG00000159658,GRCh38_EFCAB14,45,-0.2446,54,0.24468
GRCh38_ENSG00000162366,GRCh38_PDZK1IP1,106,-2.0700,445,2.07001
GRCh38_ENSG00000162368,GRCh38_CMPK1,49,-0.9421,95,0.94214
GRCh38_ENSG00000185104,GRCh38_FAF1,24,-0.2069,28,0.20695
GRCh38_ENSG00000123091,GRCh38_RNF11,82,-0.9150,155,0.91507
GRCh38_ENSG00000085832,GRCh38_EPS15,26,-0.4294,35,0.42943
GRCh38_ENSG00000117859,GRCh38_OSBPL9,31,-0.0967,33,0.09679
GRCh38_ENSG00000078618,GRCh38_NRDC,90,-0.0684,95,0.06842
GRCh38_ENSG00000117862,GRCh38_TXNDC12,45,-0.5056,64,0.50568
GRCh38_ENSG00000134717,GRCh38_BTF3L4,23,-1.3859,61,1.38596
GRCh38_ENSG00000134748,GRCh38_PRPF38A,8,-1.8306,30,1.83060
GRCh38_ENSG00000134744,GRCh38_TUT4,13,-0.2270,15,0.22700
GRCh38_ENSG00000162377,GRCh38_COA7,14,-0.0085,14,0.00854
GRCh38_ENSG00000116171,GRCh38_SCP2,62,-0.3749,81,0.37494
GRCh38_ENSG00000162384,GRCh38_CZIB,21,-0.7682,37,0.76822
GRCh38_ENSG00000162385,GRCh38_MAGOH,41,-0.2018,47,0.20187
GRCh38_ENSG00000058804,GRCh38_NDC1,6,-1.2388,14,1.23888
GRCh38_ENSG00000058799,GRCh38_YIPF1,38,0.46944,27,-0.4694
GRCh38_ENSG00000081870,GRCh38_HSPB11,28,0.20846,24,-0.2084
GRCh38_ENSG00000116212,GRCh38_LRRC42,12,-0.6961,20,0.69610
GRCh38_ENSG00000116209,GRCh38_TMEM59,127,-0.4318,172,0.43187
GRCh38_ENSG00000116221,GRCh38_MRPL37,39,-0.4149,53,0.41493
GRCh38_ENSG00000157216,GRCh38_SSBP3,23,0.03743,22,-0.0374
GRCh38_ENSG00000243725,GRCh38_TTC4,20,-0.1789,23,0.17897
GRCh38_ENSG00000006555,GRCh38_TTC22,15,-1.9151,58,1.91515
GRCh38_ENSG00000116133,GRCh38_DHCR24,45,-1.4561,126,1.45616
GRCh38_ENSG00000162402,GRCh38_USP24,15,-1.3330,39,1.33302
GRCh38_ENSG00000184292,GRCh38_TACSTD2,294,-1.7095,962,1.70953
GRCh38_ENSG00000162601,GRCh38_MYSM1,8,-1.2996,20,1.29969
GRCh38_ENSG00000177606,GRCh38_JUN,101,-0.8555,183,0.85558
GRCh38_ENSG00000134709,GRCh38_HOOK1,14,-0.8290,25,0.82907
GRCh38_ENSG00000162599,GRCh38_NFIA,6,-1.8886,23,1.88866
GRCh38_ENSG00000162604,GRCh38_TM2D1,18,-0.5223,27,0.52231
GRCh38_ENSG00000132849,GRCh38_PATJ,11,-0.9644,22,0.96447
GRCh38_ENSG00000162607,GRCh38_USP1,13,-0.9615,26,0.96156
GRCh38_ENSG00000088035,GRCh38_ALG6,14,0.03238,14,-0.0323
GRCh38_ENSG00000079739,GRCh38_PGM1,19,-0.0084,19,0.00841
GRCh38_ENSG00000162434,GRCh38_JAK1,69,-0.2366,81,0.23665
GRCh38_ENSG00000162433,GRCh38_AK4,7,-1.2732,17,1.27323
GRCh38_ENSG00000213625,GRCh38_LEPROT,39,-0.9116,73,0.91162
GRCh38_ENSG00000198160,GRCh38_MIER1,13,-1.1892,30,1.18920
GRCh38_ENSG00000142864,GRCh38_SERBP1,185,-1.0623,387,1.06233
GRCh38_ENSG00000116717,GRCh38_GADD45A,66,-0.0841,69,0.08416
GRCh38_ENSG00000172380,GRCh38_GNG12,57,-0.9021,108,0.90212
GRCh38_ENSG00000116729,GRCh38_WLS,18,-0.8616,34,0.86166
GRCh38_ENSG00000116754,GRCh38_SRSF11,88,-0.0422,90,0.04226
GRCh38_ENSG00000118454,GRCh38_ANKRD13C,9,-0.8842,17,0.88427
GRCh38_ENSG00000132485,GRCh38_ZRANB2,52,0.18202,45,-0.1820
GRCh38_ENSG00000117054,GRCh38_ACADM,17,0.33630,13,-0.3363
GRCh38_ENSG00000137955,GRCh38_RABGGTB,6,-1.3827,17,1.38271
GRCh38_ENSG00000142892,GRCh38_PIGK,18,0.04524,17,-0.0452
GRCh38_ENSG00000036549,GRCh38_AC118549.1,13,-0.2666,16,0.26666
GRCh38_ENSG00000077254,GRCh38_USP33,27,0.08191,25,-0.0819
GRCh38_ENSG00000162613,GRCh38_FUBP1,47,-0.3283,59,0.32833
GRCh38_ENSG00000137959,GRCh38_IFI44L,57,-0.8834,106,0.88348
GRCh38_ENSG00000137965,GRCh38_IFI44,107,-0.7434,180,0.74347
GRCh38_ENSG00000117114,GRCh38_ADGRL2,6,-1.3222,16,1.32222
GRCh38_ENSG00000142875,GRCh38_PRKACB,21,-0.0983,23,0.09831
GRCh38_ENSG00000117133,GRCh38_RPF1,22,-0.4334,29,0.43341
GRCh38_ENSG00000174021,GRCh38_GNG5,115,-0.6689,183,0.66898
GRCh38_ENSG00000117151,GRCh38_CTBS,17,-0.1442,19,0.14428
GRCh38_ENSG00000171517,GRCh38_LPAR3,6,-1.0990,14,1.09901
GRCh38_ENSG00000162642,GRCh38_C1orf52,11,-0.9731,22,0.97319
GRCh38_ENSG00000142867,GRCh38_BCL10,14,-0.6472,22,0.64727
GRCh38_ENSG00000142871,GRCh38_CCN1,59,0.55249,40,-0.5524
GRCh38_ENSG00000117174,GRCh38_ZNHIT6,12,-0.1979,14,0.19795
GRCh38_ENSG00000122417,GRCh38_ODF2L,28,-0.1109,31,0.11095
GRCh38_ENSG00000137975,GRCh38_CLCA2,194,-1.3957,512,1.39576
GRCh38_ENSG00000097033,GRCh38_SH3GLB1,55,-0.5588,82,0.55889
GRCh38_ENSG00000183291,GRCh38_SELENOF,69,-0.4279,93,0.42796
GRCh38_ENSG00000153936,GRCh38_HS2ST1,13,-0.3996,17,0.39966
GRCh38_ENSG00000143013,GRCh38_LMO4,48,-0.3455,62,0.34559
GRCh38_ENSG00000065243,GRCh38_PKN2,14,-1.2564,34,1.25640
GRCh38_ENSG00000137947,GRCh38_GTF2B,19,-0.7491,32,0.74911
GRCh38_ENSG00000213516,GRCh38_RBMXL1,13,-0.0926,13,0.09264
GRCh38_ENSG00000117226,GRCh38_GBP3,42,-0.8108,75,0.81081
GRCh38_ENSG00000117228,GRCh38_GBP1,236,-0.4351,319,0.43513
GRCh38_ENSG00000162645,GRCh38_GBP2,87,-0.8813,161,0.88130
GRCh38_ENSG00000162654,GRCh38_GBP4,59,-0.2603,71,0.26037
GRCh38_ENSG00000154451,GRCh38_GBP5,88,-1.0626,185,1.06262
GRCh38_ENSG00000183347,GRCh38_GBP6,14,-0.8342,25,0.83429
GRCh38_ENSG00000197147,GRCh38_LRRC8B,12,-0.2329,14,0.23298
GRCh38_ENSG00000171488,GRCh38_LRRC8C,12,-0.4348,17,0.43485
GRCh38_ENSG00000171492,GRCh38_LRRC8D,17,-0.0142,18,0.01425
GRCh38_ENSG00000162664,GRCh38_ZNF326,8,-0.7482,14,0.74821
GRCh38_ENSG00000122482,GRCh38_ZNF644,22,-0.3873,29,0.38731
GRCh38_ENSG00000122484,GRCh38_RPAP2,7,-0.9087,14,0.90877
GRCh38_ENSG00000122406,GRCh38_RPL5,778,0.10067,725,-0.1006
GRCh38_ENSG00000154511,GRCh38_DIPK1A,14,-0.1674,16,0.16747
GRCh38_ENSG00000143033,GRCh38_MTF2,18,0.16100,16,-0.1610
GRCh38_ENSG00000117500,GRCh38_TMED5,52,0.31584,42,-0.3158
GRCh38_ENSG00000223745,GRCh38_CCDC18-AS1,18,0.45934,13,-0.4593
GRCh38_ENSG00000117505,GRCh38_DR1,34,-1.1052,74,1.10529
GRCh38_ENSG00000137936,GRCh38_BCAR3,26,-0.3483,33,0.34836
GRCh38_ENSG00000067334,GRCh38_DNTTIP2,24,-0.7345,40,0.73456
GRCh38_ENSG00000117528,GRCh38_ABCD3,12,-0.6697,19,0.66979
GRCh38_ENSG00000117525,GRCh38_F3,139,-0.5606,206,0.56062
GRCh38_ENSG00000117519,GRCh38_CNN3,52,0.11908,48,-0.1190
GRCh38_ENSG00000117569,GRCh38_PTBP2,17,0.27636,14,-0.2763
GRCh38_ENSG00000188641,GRCh38_DPYD,9,-2.2093,43,2.20934
GRCh38_ENSG00000162688,GRCh38_AGL,11,-0.7225,18,0.72256
GRCh38_ENSG00000156875,GRCh38_MFSD14A,22,0.26626,18,-0.2662
GRCh38_ENSG00000137996,GRCh38_RTCA,30,-0.0411,31,0.04118
GRCh38_ENSG00000162692,GRCh38_VCAM1,38,0.71694,23,-0.7169
GRCh38_ENSG00000162695,GRCh38_SLC30A7,29,-0.3397,36,0.33976
GRCh38_ENSG00000134215,GRCh38_VAV3,11,-0.9168,21,0.91689
GRCh38_ENSG00000085491,GRCh38_SLC25A24,19,-0.5773,29,0.57734
GRCh38_ENSG00000134186,GRCh38_PRPF38B,31,-0.1845,35,0.18450
GRCh38_ENSG00000116266,GRCh38_STXBP3,5,-1.7035,17,1.70353
GRCh38_ENSG00000121957,GRCh38_GPSM2,13,-1.1607,29,1.16074
GRCh38_ENSG00000121940,GRCh38_CLCC1,17,0.26952,14,-0.2695
GRCh38_ENSG00000197780,GRCh38_TAF13,50,-0.4473,68,0.44733
GRCh38_ENSG00000215717,GRCh38_TMEM167B,41,0.41009,31,-0.4100
GRCh38_ENSG00000031698,GRCh38_SARS,116,-0.1643,130,0.16437
GRCh38_ENSG00000143126,GRCh38_CELSR2,28,-1.5053,80,1.50535
GRCh38_ENSG00000134243,GRCh38_SORT1,22,-1.4028,60,1.40281
GRCh38_ENSG00000143106,GRCh38_PSMA5,35,-0.9510,68,0.95100
GRCh38_ENSG00000065135,GRCh38_GNAI3,64,-0.8215,113,0.82158
GRCh38_ENSG00000116337,GRCh38_AMPD2,28,0.24164,24,-0.2416
GRCh38_ENSG00000168765,GRCh38_GSTM4,13,-0.3467,17,0.34673
GRCh38_ENSG00000134202,GRCh38_GSTM3,34,-0.7261,57,0.72617
GRCh38_ENSG00000184371,GRCh38_CSF1,35,0.39553,26,-0.3955
GRCh38_ENSG00000168710,GRCh38_AHCYL1,44,-0.7012,72,0.70129
GRCh38_ENSG00000143093,GRCh38_STRIP1,16,-0.3993,21,0.39930
GRCh38_ENSG00000162775,GRCh38_RBM15,23,0.68323,14,-0.6832
GRCh38_ENSG00000134248,GRCh38_LAMTOR5,122,0.36152,95,-0.3615
GRCh38_ENSG00000143119,GRCh38_CD53,51,0.57150,34,-0.5715
GRCh38_ENSG00000121931,GRCh38_LRIF1,17,-0.9217,32,0.92176
GRCh38_ENSG00000156171,GRCh38_DRAM2,30,0.13379,27,-0.1337
GRCh38_ENSG00000134255,GRCh38_CEPT1,16,0.19057,14,-0.1905
GRCh38_ENSG00000162777,GRCh38_DENND2D,17,-0.2173,20,0.21733
GRCh38_ENSG00000064886,GRCh38_CHI3L2,17,-2.0897,74,2.08975
GRCh38_ENSG00000116455,GRCh38_WDR77,18,0.04273,18,-0.0427
GRCh38_ENSG00000116459,GRCh38_ATP5PB,78,-0.7038,127,0.70382
GRCh38_ENSG00000116473,GRCh38_RAP1A,67,0.00401,66,-0.0040
GRCh38_ENSG00000171385,GRCh38_KCND3,6,-1.2727,15,1.27272
GRCh38_ENSG00000143079,GRCh38_CTTNBP2NL,11,-1.7211,36,1.72112
GRCh38_ENSG00000007341,GRCh38_ST7L,11,-0.2057,12,0.20577
GRCh38_ENSG00000116489,GRCh38_CAPZA1,77,-1.1646,173,1.16463
GRCh38_ENSG00000155363,GRCh38_MOV10,79,0.19440,69,-0.1944
GRCh38_ENSG00000155366,GRCh38_RHOC,194,-0.2597,232,0.25975
GRCh38_ENSG00000155380,GRCh38_SLC16A1,48,-0.8802,88,0.88026
GRCh38_ENSG00000198799,GRCh38_LRIG2,6,-1.2093,14,1.20931
GRCh38_ENSG00000134262,GRCh38_AP4B1,22,0.72689,13,-0.7268
GRCh38_ENSG00000163349,GRCh38_HIPK1,27,-0.2849,33,0.28490
GRCh38_ENSG00000116774,GRCh38_OLFML3,30,-0.1622,34,0.16228
GRCh38_ENSG00000197323,GRCh38_TRIM33,9,-1.3691,23,1.36915
GRCh38_ENSG00000116752,GRCh38_BCAS2,33,-0.3237,41,0.32374
GRCh38_ENSG00000175984,GRCh38_DENND2C,19,-1.4145,51,1.41450
GRCh38_ENSG00000213281,GRCh38_NRAS,37,-0.7112,60,0.71126
GRCh38_ENSG00000009307,GRCh38_CSDE1,188,-0.5475,274,0.54758
GRCh38_ENSG00000052723,GRCh38_SIKE1,15,-1.3348,37,1.33489
GRCh38_ENSG00000173218,GRCh38_VANGL1,7,-2.3044,36,2.30440
GRCh38_ENSG00000163399,GRCh38_ATP1A1,250,-0.0208,254,0.02082
GRCh38_ENSG00000116815,GRCh38_CD58,34,-0.1833,38,0.18332
GRCh38_ENSG00000143061,GRCh38_IGSF3,25,-1.5017,73,1.50170
GRCh38_ENSG00000116824,GRCh38_CD2,50,0.61156,32,-0.6115
GRCh38_ENSG00000134247,GRCh38_PTGFRN,77,-1.1395,171,1.13959
GRCh38_ENSG00000198162,GRCh38_MAN1A2,34,0.35435,27,-0.3543
GRCh38_ENSG00000183508,GRCh38_TENT5C,94,2.35941,18,-2.3594
GRCh38_ENSG00000134250,GRCh38_NOTCH2,37,-1.4257,100,1.42578
GRCh38_ENSG00000265808,GRCh38_SEC22B,44,-0.0020,44,0.00208
GRCh38_ENSG00000232527,GRCh38_LINC02802,19,0.01382,19,-0.0138
GRCh38_ENSG00000265491,GRCh38_RNF115,30,0.03648,29,-0.0364
GRCh38_ENSG00000186141,GRCh38_POLR3C,25,0.31589,20,-0.3158
GRCh38_ENSG00000131788,GRCh38_PIAS3,36,-0.3100,44,0.31007
GRCh38_ENSG00000198483,GRCh38_ANKRD35,4,-1.6781,14,1.67815
GRCh38_ENSG00000131779,GRCh38_PEX11B,24,0.27798,20,-0.2779
GRCh38_ENSG00000265241,GRCh38_RBM8A,89,-0.5079,127,0.50797
GRCh38_ENSG00000121851,GRCh38_POLR3GL,22,0.60508,14,-0.6050
GRCh38_ENSG00000265972,GRCh38_TXNIP,175,0.74591,104,-0.7459
GRCh38_ENSG00000131791,GRCh38_PRKAB2,24,0.11590,22,-0.1159
GRCh38_ENSG00000178104,GRCh38_PDE4DIP,55,0.61458,36,-0.6145
GRCh38_ENSG00000143368,GRCh38_SF3B4,18,-1.4789,52,1.47898
GRCh38_ENSG00000264522,GRCh38_OTUD7B,5,-1.4372,15,1.43726
GRCh38_ENSG00000136631,GRCh38_VPS45,15,-0.7387,25,0.73871
GRCh38_ENSG00000023902,GRCh38_PLEKHO1,70,0.40825,52,-0.4082
GRCh38_ENSG00000143401,GRCh38_ANP32E,22,-0.4325,30,0.43255
GRCh38_ENSG00000117362,GRCh38_APH1A,51,-0.5530,76,0.55303
GRCh38_ENSG00000266472,GRCh38_MRPS21,107,-0.2938,131,0.29381
GRCh38_ENSG00000117360,GRCh38_PRPF3,14,-0.1455,15,0.14558
GRCh38_ENSG00000163125,GRCh38_RPRD2,10,-0.9917,19,0.99170
GRCh38_ENSG00000143374,GRCh38_TARS2,14,0.22335,12,-0.2233
GRCh38_ENSG00000143369,GRCh38_ECM1,196,-0.4266,263,0.42663
GRCh38_ENSG00000143382,GRCh38_ADAMTSL4,28,-0.3551,36,0.35516
GRCh38_ENSG00000143384,GRCh38_MCL1,202,-0.5770,302,0.57706
GRCh38_ENSG00000143420,GRCh38_ENSA,91,-0.7066,149,0.70666
GRCh38_ENSG00000143457,GRCh38_GOLPH3L,19,-0.2756,23,0.27567
GRCh38_ENSG00000163131,GRCh38_CTSS,86,-0.4720,120,0.47201
GRCh38_ENSG00000143387,GRCh38_CTSK,275,0.37623,212,-0.3762
GRCh38_ENSG00000143437,GRCh38_ARNT,15,-0.3402,19,0.34028
GRCh38_ENSG00000143379,GRCh38_SETDB1,20,0.10388,19,-0.1038
GRCh38_ENSG00000143418,GRCh38_CERS2,24,0.16300,22,-0.1630
GRCh38_ENSG00000163141,GRCh38_BNIPL,6,-2.4680,34,2.46809
GRCh38_ENSG00000197622,GRCh38_CDC42SE1,60,-0.6467,94,0.64670
GRCh38_ENSG00000163156,GRCh38_SCNM1,34,-0.1844,39,0.18449
GRCh38_ENSG00000163159,GRCh38_VPS72,20,-0.1778,22,0.17784
GRCh38_ENSG00000143398,GRCh38_PIP5K1A,15,-0.0879,16,0.08797
GRCh38_ENSG00000159352,GRCh38_PSMD4,68,-0.4197,91,0.41972
GRCh38_ENSG00000143393,GRCh38_PI4KB,53,0.12459,48,-0.1245
GRCh38_ENSG00000143390,GRCh38_RFX5,17,-0.1273,19,0.12737
GRCh38_ENSG00000159377,GRCh38_PSMB4,170,-0.3641,219,0.36416
GRCh38_ENSG00000143442,GRCh38_POGZ,32,0.25436,27,-0.2543
GRCh38_ENSG00000143367,GRCh38_TUFT1,25,-1.4808,71,1.48083
GRCh38_ENSG00000143376,GRCh38_SNX27,9,-0.9405,19,0.94059
GRCh38_ENSG00000143436,GRCh38_MRPL9,24,-0.3711,31,0.37117
GRCh38_ENSG00000197747,GRCh38_S100A10,619,-0.6301,958,0.63018
GRCh38_ENSG00000163191,GRCh38_S100A11,1428,-1.0667,2992,1.06679
GRCh38_ENSG00000215853,GRCh38_RPTN,1,-4.7470,36,4.74709
GRCh38_ENSG00000143631,GRCh38_FLG,1,-5.7645,90,5.76454
GRCh38_ENSG00000143520,GRCh38_FLG2,1,-5.9593,76,5.95938
GRCh38_ENSG00000169509,GRCh38_CRCT1,147,-2.0526,610,2.05264
GRCh38_ENSG00000185966,GRCh38_LCE3E,26,-3.3504,265,3.35044
GRCh38_ENSG00000163202,GRCh38_LCE3D,84,-2.6054,516,2.60540
GRCh38_ENSG00000187180,GRCh38_LCE2C,4,-2.6671,30,2.66717
GRCh38_ENSG00000159455,GRCh38_LCE2B,6,-3.0963,54,3.09634
GRCh38_ENSG00000187173,GRCh38_LCE2A,2,-3.3377,22,3.33775
GRCh38_ENSG00000198854,GRCh38_C1orf68,6,-2.9687,52,2.96872
GRCh38_ENSG00000203786,GRCh38_KPRP,10,-3.1874,91,3.18747
GRCh38_ENSG00000186226,GRCh38_LCE1E,0,-4.9249,25,4.92496
GRCh38_ENSG00000197084,GRCh38_LCE1C,6,-2.8451,44,2.84516
GRCh38_ENSG00000196734,GRCh38_LCE1B,7,-2.5337,40,2.53373
GRCh38_ENSG00000186844,GRCh38_LCE1A,4,-3.6175,52,3.61758
GRCh38_ENSG00000163207,GRCh38_IVL,143,-1.9515,553,1.95156
GRCh38_ENSG00000283227,GRCh38_SPRR5,10,-3.4429,112,3.44291
GRCh38_ENSG00000169474,GRCh38_SPRR1A,43,-2.7734,300,2.77348
GRCh38_ENSG00000163209,GRCh38_SPRR3,5,-1.9157,21,1.91578
GRCh38_ENSG00000169469,GRCh38_SPRR1B,1043,-2.4474,5689,2.44744
GRCh38_ENSG00000163216,GRCh38_SPRR2D,607,-2.7473,4082,2.74739
GRCh38_ENSG00000241794,GRCh38_SPRR2A,843,-2.6869,5434,2.68692
GRCh38_ENSG00000196805,GRCh38_SPRR2B,137,-2.9081,1029,2.90814
GRCh38_ENSG00000203785,GRCh38_SPRR2E,738,-3.0217,5994,3.02178
GRCh38_ENSG00000244094,GRCh38_SPRR2F,40,-1.9385,154,1.93856
GRCh38_ENSG00000159516,GRCh38_SPRR2G,393,-2.6305,2438,2.63050
GRCh38_ENSG00000203783,GRCh38_PRR9,42,-2.2522,200,2.25229
GRCh38_ENSG00000163218,GRCh38_PGLYRP4,4,-2.1812,21,2.18125
GRCh38_ENSG00000163220,GRCh38_S100A9,5408,-1.9490,20880,1.94900
GRCh38_ENSG00000163221,GRCh38_S100A12,25,-2.1106,110,2.11062
GRCh38_ENSG00000143546,GRCh38_S100A8,7339,-1.7863,25316,1.78639
GRCh38_ENSG00000184330,GRCh38_S100A7A,41,-2.7214,272,2.72141
GRCh38_ENSG00000143556,GRCh38_S100A7,1520,-2.4418,8263,2.44185
GRCh38_ENSG00000197956,GRCh38_S100A6,834,-0.4978,1178,0.49782
GRCh38_ENSG00000196154,GRCh38_S100A4,213,0.01502,211,-0.0150
GRCh38_ENSG00000188015,GRCh38_S100A3,19,-0.3018,23,0.30181
GRCh38_ENSG00000196754,GRCh38_S100A2,1730,-0.8693,3161,0.86936
GRCh38_ENSG00000188643,GRCh38_S100A16,418,-1.3319,1052,1.33198
GRCh38_ENSG00000189334,GRCh38_S100A14,166,-1.3197,415,1.31973
GRCh38_ENSG00000189171,GRCh38_S100A13,86,0.15585,77,-0.1558
GRCh38_ENSG00000160679,GRCh38_CHTOP,42,-0.6523,66,0.65236
GRCh38_ENSG00000143553,GRCh38_SNAPIN,12,-0.8170,21,0.81702
GRCh38_ENSG00000143621,GRCh38_ILF2,104,0.05650,100,-0.0565
GRCh38_ENSG00000143624,GRCh38_INTS3,26,0.32703,21,-0.3270
GRCh38_ENSG00000143554,GRCh38_SLC27A3,27,0.46774,20,-0.4677
GRCh38_ENSG00000143614,GRCh38_GATAD2B,22,-0.1389,25,0.13895
GRCh38_ENSG00000198837,GRCh38_DENND4B,33,0.52516,23,-0.5251
GRCh38_ENSG00000143570,GRCh38_SLC39A1,55,-0.2191,64,0.21912
GRCh38_ENSG00000143543,GRCh38_JTB,185,0.41929,139,-0.4192
GRCh38_ENSG00000143545,GRCh38_RAB13,84,0.40027,64,-0.4002
GRCh38_ENSG00000177954,GRCh38_RPS27,1396,-0.6629,2210,0.66296
GRCh38_ENSG00000143549,GRCh38_TPM3,206,-0.3958,271,0.39585
GRCh38_ENSG00000143612,GRCh38_C1orf43,63,-0.3918,83,0.39184
GRCh38_ENSG00000143569,GRCh38_UBAP2L,34,-0.5829,51,0.58294
GRCh38_ENSG00000143575,GRCh38_HAX1,33,-0.6789,53,0.67891
GRCh38_ENSG00000160714,GRCh38_UBE2Q1,40,-0.2989,50,0.29892
GRCh38_ENSG00000160710,GRCh38_ADAR,174,-0.1898,198,0.18981
GRCh38_ENSG00000163344,GRCh38_PMVK,46,-0.4255,62,0.42554
GRCh38_ENSG00000163346,GRCh38_PBXIP1,57,0.40043,43,-0.4004
GRCh38_ENSG00000163348,GRCh38_PYGO2,18,-0.6991,29,0.69915
GRCh38_ENSG00000160691,GRCh38_SHC1,121,-0.1076,130,0.10763
GRCh38_ENSG00000173207,GRCh38_CKS1B,29,-0.4605,40,0.46051
GRCh38_ENSG00000160688,GRCh38_FLAD1,28,-0.2596,33,0.25968
GRCh38_ENSG00000160685,GRCh38_ZBTB7B,26,-1.0502,55,1.05027
GRCh38_ENSG00000143537,GRCh38_ADAM15,39,-0.9364,76,0.93646
GRCh38_ENSG00000243364,GRCh38_EFNA4,12,-0.5693,18,0.56939
GRCh38_ENSG00000143590,GRCh38_EFNA3,6,-1.6598,19,1.65989
GRCh38_ENSG00000169242,GRCh38_EFNA1,66,-0.2821,81,0.28216
GRCh38_ENSG00000169241,GRCh38_SLC50A1,35,-0.0231,36,0.02316
GRCh38_ENSG00000179085,GRCh38_DPM3,34,0.09648,31,-0.0964
GRCh38_ENSG00000163463,GRCh38_KRTCAP2,125,0.11339,116,-0.1133
GRCh38_ENSG00000185499,GRCh38_MUC1,64,0.06287,61,-0.0628
GRCh38_ENSG00000169231,GRCh38_THBS3,14,-0.4177,19,0.41771
GRCh38_ENSG00000173171,GRCh38_MTX1,45,-0.0690,47,0.06903
GRCh38_ENSG00000177628,GRCh38_GBA,83,0.02947,81,-0.0294
GRCh38_ENSG00000160767,GRCh38_FAM189B,12,-1.1402,27,1.14022
GRCh38_ENSG00000116521,GRCh38_SCAMP3,69,0.30754,56,-0.3075
GRCh38_ENSG00000176444,GRCh38_CLK2,57,0.90535,30,-0.9053
GRCh38_ENSG00000160752,GRCh38_FDPS,76,0.01891,75,-0.0189
GRCh38_ENSG00000160753,GRCh38_RUSC1,20,-0.3071,25,0.30714
GRCh38_ENSG00000116539,GRCh38_ASH1L,19,-1.0504,39,1.05042
GRCh38_ENSG00000125459,GRCh38_MSTO1,36,1.15264,16,-1.1526
GRCh38_ENSG00000163374,GRCh38_YY1AP1,55,0.23729,47,-0.2372
GRCh38_ENSG00000132676,GRCh38_DAP3,36,-0.2376,43,0.23760
GRCh38_ENSG00000116580,GRCh38_GON4L,22,-0.1849,25,0.18490
GRCh38_ENSG00000143622,GRCh38_RIT1,21,0.07327,20,-0.0732
GRCh38_ENSG00000132680,GRCh38_KHDC4,12,-0.4283,17,0.42836
GRCh38_ENSG00000116584,GRCh38_ARHGEF2,47,0.33179,37,-0.3317
GRCh38_ENSG00000163479,GRCh38_SSR2,195,0.51887,136,-0.5188
GRCh38_ENSG00000160803,GRCh38_UBQLN4,30,0.08562,28,-0.0856
GRCh38_ENSG00000116586,GRCh38_LAMTOR2,63,-0.1395,70,0.13953
GRCh38_ENSG00000132698,GRCh38_RAB25,18,-2.5002,102,2.50025
GRCh38_ENSG00000160789,GRCh38_LMNA,178,-0.9983,355,0.99837
GRCh38_ENSG00000196189,GRCh38_SEMA4A,11,-0.5344,16,0.53445
GRCh38_ENSG00000160785,GRCh38_SLC25A44,19,-0.1574,22,0.15746
GRCh38_ENSG00000160783,GRCh38_PMF1,39,-0.2444,46,0.24440
GRCh38_ENSG00000160781,GRCh38_PAQR6,8,-0.6306,13,0.63063
GRCh38_ENSG00000198952,GRCh38_SMG5,41,-0.3685,53,0.36850
GRCh38_ENSG00000163472,GRCh38_TMEM79,43,-1.6288,134,1.62886
GRCh38_ENSG00000198715,GRCh38_GLMP,47,-0.3288,59,0.32880
GRCh38_ENSG00000163468,GRCh38_CCT3,96,-0.5144,137,0.51441
GRCh38_ENSG00000116604,GRCh38_MEF2D,55,0.88627,30,-0.8862
GRCh38_ENSG00000163382,GRCh38_NAXE,57,-0.1030,61,0.10302
GRCh38_ENSG00000160818,GRCh38_GPATCH4,13,-0.9904,26,0.99040
GRCh38_ENSG00000143320,GRCh38_CRABP2,44,-2.0251,180,2.02518
GRCh38_ENSG00000143319,GRCh38_ISG20L2,19,-0.7201,32,0.72013
GRCh38_ENSG00000143303,GRCh38_RRNAD1,9,-0.5241,14,0.52414
GRCh38_ENSG00000143314,GRCh38_MRPL24,19,-0.7447,33,0.74472
GRCh38_ENSG00000143321,GRCh38_HDGF,112,-0.6229,173,0.62290
GRCh38_ENSG00000143294,GRCh38_PRCC,65,0.30131,53,-0.3013
GRCh38_ENSG00000027869,GRCh38_SH2D2A,30,-0.3762,40,0.37620
GRCh38_ENSG00000187800,GRCh38_PEAR1,32,0.72720,19,-0.7272
GRCh38_ENSG00000163565,GRCh38_IFI16,133,-0.4445,182,0.44457
GRCh38_ENSG00000163568,GRCh38_AIM2,7,-1.2324,17,1.23246
GRCh38_ENSG00000158716,GRCh38_DUSP23,76,0.26300,63,-0.2630
GRCh38_ENSG00000158714,GRCh38_SLAMF8,17,-0.4473,23,0.44731
GRCh38_ENSG00000158710,GRCh38_TAGLN2,312,-0.5960,472,0.59602
GRCh38_ENSG00000224259,GRCh38_LINC01133,3,-2.3378,17,2.33783
GRCh38_ENSG00000162729,GRCh38_IGSF8,18,-0.5274,27,0.52743
GRCh38_ENSG00000162734,GRCh38_PEA15,131,0.00254,130,-0.0025
GRCh38_ENSG00000132716,GRCh38_DCAF8,69,0.49118,49,-0.4911
